27, 125 pa2-debug-f-our-output2.txt
  606.92,   351.26,   473.67
  604.62,   352.26,   598.69
  602.37,   353.35,   723.80
  724.86,    97.56,   478.07
  722.61,    98.65,   603.29
  720.53,    99.91,   727.91
  728.42,   222.53,   476.89
  726.19,   223.68,   601.89
  724.20,   224.92,   726.93
  731.62,   347.67,   475.63
  729.55,   348.79,   600.94
  727.49,   349.83,   725.65
  849.95,    94.30,   480.12
  847.54,    95.46,   605.32
  845.67,    96.55,   730.17
  853.10,   219.12,   478.88
  851.00,   220.27,   604.02
  849.02,   221.54,   728.88
  856.57,   344.16,   477.92
  854.46,   345.39,   602.84
  852.24,   346.34,   728.06
  599.48,   100.38,   600.99
  599.13,    99.80,   726.26
  598.72,    99.22,   850.99
  597.82,   225.66,   601.72
  597.13,   224.98,   726.69
  596.83,   224.25,   851.65
  595.67,   350.48,   602.43
  595.14,   349.98,   727.24
  594.74,   349.00,   852.57
  724.60,   102.55,   601.58
  724.13,   101.85,   726.45
  723.67,   101.16,   851.49
  722.67,   227.66,   602.40
  722.19,   226.86,   727.10
  721.89,   225.95,   852.32
  720.63,   352.41,   602.71
  720.31,   351.83,   727.88
  719.84,   350.98,   852.95
  849.50,   104.18,   601.89
  849.06,   103.77,   726.90
  848.62,   102.96,   851.96
  847.61,   229.15,   602.56
  847.14,   228.45,   727.71
  846.64,   228.11,   852.52
  845.58,   354.41,   603.47
  845.36,   353.60,   728.39
  844.96,   353.13,   853.36
  601.29,   223.08,   100.37
  601.35,   225.61,   225.27
  601.90,   228.37,   350.23
  598.10,   348.25,    97.92
  598.45,   350.72,   222.96
  598.80,   353.12,   347.78
  595.55,   473.17,    95.28
  595.62,   475.51,   220.06
  596.11,   478.34,   345.25
  726.02,   226.27,    99.78
  726.47,   228.68,   224.88
  726.59,   231.34,   349.94
  723.30,   351.23,    97.55
  723.35,   353.63,   222.51
  723.85,   356.19,   347.57
  720.27,   475.85,    94.99
  720.64,   478.26,   219.89
  720.88,   480.99,   344.86
  851.10,   229.01,    99.63
  851.42,   231.60,   224.51
  851.49,   233.95,   349.72
  848.11,   353.87,    97.22
  848.41,   356.44,   222.17
  848.68,   359.00,   347.29
  845.38,   479.17,    94.91
  845.65,   481.42,   219.55
  845.91,   483.97,   344.41
  600.53,   226.56,   226.38
  599.12,   226.35,   351.20
  597.65,   226.11,   476.09
  602.31,   351.43,   226.63
  601.25,   351.24,   351.73
  599.59,   351.07,   476.61
  604.65,   476.35,   226.69
  603.12,   476.37,   351.79
  601.77,   475.83,   476.66
  725.39,   224.62,   227.52
  724.09,   224.32,   352.75
  722.71,   223.88,   477.67
  727.33,   349.39,   228.02
  726.18,   349.29,   353.01
  724.85,   349.14,   477.80
  729.49,   474.32,   228.30
  728.01,   474.12,   353.05
  726.79,   473.93,   478.32
  850.33,   222.56,   228.93
  849.22,   222.32,   354.07
  847.62,   221.92,   479.13
  852.36,   347.25,   229.35
  851.03,   347.32,   354.27
  849.53,   347.02,   479.31
  854.03,   472.42,   229.70
  853.10,   472.28,   354.71
  851.36,   472.06,   479.71
  601.08,   226.53,   349.63
  597.71,   227.83,   474.51
  594.51,   229.05,   599.47
  600.87,   351.17,   348.02
  597.66,   352.62,   473.19
  594.13,   354.01,   598.11
  600.87,   476.42,   346.86
  597.57,   477.68,   471.78
  593.94,   479.26,   596.84
  726.08,   226.44,   352.95
  722.73,   227.95,   478.08
  719.27,   229.35,   602.77
  725.88,   351.51,   351.79
  722.67,   352.94,   476.62
  719.36,   354.40,   601.47
  725.89,   476.26,   350.23
  722.44,   477.68,   475.01
  718.98,   479.48,   600.10
  851.24,   226.82,   356.46
  847.88,   227.98,   481.19
  844.47,   229.75,   606.52
  851.18,   351.75,   355.23
  847.46,   352.91,   479.93
  844.07,   354.83,   604.85
  850.74,   476.83,   353.46
  847.29,   477.82,   478.38
  844.12,   479.57,   603.39
  600.00,   223.63,   474.48
  602.89,   222.91,   599.41
  606.08,   222.40,   724.24
  602.39,   348.76,   474.96
  605.64,   348.12,   599.87
  608.58,   347.34,   724.74
  605.00,   473.65,   475.47
  607.98,   472.82,   600.26
  610.96,   472.47,   725.48
  724.85,   221.22,   471.27
  727.99,   220.60,   596.38
  731.01,   220.18,   721.29
  727.54,   345.89,   471.80
  730.34,   345.58,   596.82
  733.48,   345.11,   721.71
  729.86,   470.81,   472.18
  732.84,   470.42,   597.34
  735.81,   469.84,   722.43
  850.10,   218.57,   468.38
  852.75,   218.19,   593.53
  855.81,   217.34,   718.15
  852.29,   343.70,   468.68
  855.20,   343.23,   593.92
  858.35,   342.84,   718.72
  854.77,   468.39,   469.44
  857.89,   468.15,   594.55
  860.76,   467.56,   719.10
  599.95,   225.96,   599.20
  597.27,   228.56,   724.08
  594.81,   231.43,   849.17
  601.59,   350.76,   596.65
  599.10,   353.71,   721.59
  596.40,   356.23,   846.34
  603.23,   475.91,   593.90
  600.68,   478.84,   718.81
  598.07,   481.20,   843.76
  724.58,   224.22,   601.97
  722.01,   226.91,   726.59
  719.70,   229.89,   851.67
  726.36,   349.12,   599.33
  723.86,   351.90,   724.05
  721.56,   354.65,   848.94
  728.30,   474.12,   596.51
  725.90,   476.88,   721.29
  723.26,   479.58,   846.57
  849.81,   222.70,   604.58
  847.23,   225.10,   729.30
  844.72,   227.75,   854.52
  851.43,   347.58,   601.73
  848.84,   350.26,   726.87
  846.13,   352.75,   851.48
  853.38,   472.37,   598.97
  850.78,   474.92,   724.13
  848.14,   477.75,   848.91
  601.86,   349.82,    98.36
  598.83,   346.50,   223.37
  596.32,   342.78,   348.60
  603.62,   475.08,   102.25
  600.75,   471.16,   227.22
  598.08,   467.52,   351.93
  605.10,   599.82,   105.78
  602.19,   596.30,   230.73
  599.60,   592.54,   355.89
  726.87,   348.41,   101.36
  723.87,   344.81,   226.04
  721.25,   341.04,   351.23
  728.61,   472.95,   104.73
  725.69,   469.39,   229.67
  723.00,   465.91,   354.51
  730.29,   597.86,   108.72
  727.44,   594.74,   233.69
  724.61,   590.87,   358.42
  851.87,   346.33,   103.88
  848.99,   342.57,   228.84
  846.19,   339.37,   354.12
  853.37,   471.27,   107.76
  850.60,   467.86,   232.55
  847.89,   464.24,   357.58
  854.79,   595.99,   111.14
  852.50,   592.59,   236.24
  849.50,   588.98,   361.17
  601.26,   351.56,   226.94
  600.72,   353.89,   351.84
  599.71,   356.17,   476.77
  600.62,   476.37,   224.79
  599.76,   478.74,   349.76
  598.92,   481.16,   474.79
  599.90,   601.55,   222.34
  599.02,   603.59,   347.29
  598.03,   605.91,   472.50
  726.42,   352.28,   227.85
  725.54,   354.52,   352.64
  724.70,   356.60,   477.78
  725.56,   477.14,   225.44
  724.57,   479.47,   350.36
  723.90,   481.52,   475.67
  725.07,   602.26,   223.54
  723.85,   604.65,   348.28
  723.11,   606.98,   473.31
  851.60,   352.88,   228.85
  850.44,   355.72,   353.66
  849.76,   357.56,   478.56
  850.40,   478.06,   226.34
  849.95,   480.40,   351.43
  848.61,   482.23,   476.49
  849.88,   602.94,   224.28
  849.13,   605.21,   349.28
  848.03,   607.78,   474.32
  601.87,   348.81,   348.49
  598.20,   351.57,   473.58
  594.93,   353.76,   598.20
  604.88,   473.79,   345.99
  601.42,   476.32,   470.97
  598.06,   478.93,   596.04
  608.21,   598.69,   343.78
  604.57,   601.35,   468.65
  600.99,   603.86,   593.42
  726.88,   345.77,   352.15
  723.44,   348.41,   477.01
  719.73,   350.93,   602.08
  729.80,   470.66,   349.63
  726.39,   473.41,   474.53
  722.86,   475.99,   599.36
  733.07,   595.72,   347.19
  729.29,   598.19,   472.08
  726.18,   600.76,   596.84
  851.54,   342.82,   355.67
  848.24,   345.14,   480.39
  844.91,   348.00,   605.59
  854.72,   467.65,   352.96
  851.19,   470.14,   478.09
  847.94,   472.94,   602.94
  857.82,   592.75,   350.46
  854.14,   595.27,   475.80
  851.15,   597.74,   600.25
  601.32,   350.35,   473.85
  599.46,   350.13,   598.58
  597.50,   349.93,   723.91
  602.31,   475.18,   473.91
  600.28,   475.09,   598.99
  598.55,   475.35,   724.08
  603.47,   600.21,   474.02
  601.13,   600.08,   599.23
  599.33,   599.97,   723.98
  726.54,   349.26,   475.53
  724.67,   349.23,   600.67
  722.39,   349.02,   725.76
  727.24,   474.30,   475.98
  725.45,   474.46,   600.73
  723.28,   474.25,   725.86
  728.04,   599.46,   476.24
  726.12,   599.17,   601.00
  724.37,   599.13,   726.03
  851.59,   348.28,   477.61
  849.51,   348.35,   602.74
  847.65,   348.19,   727.84
  852.29,   473.17,   478.04
  850.49,   473.31,   602.74
  848.46,   472.78,   727.78
  853.19,   598.35,   478.10
  851.37,   598.34,   602.90
  849.31,   598.42,   728.01
  600.04,   350.40,   601.43
  602.87,   347.06,   726.57
  605.76,   343.60,   851.32
  599.55,   475.44,   604.72
  602.63,   472.27,   729.85
  605.23,   468.62,   854.84
  599.17,   600.38,   608.07
  602.41,   596.99,   733.24
  605.14,   593.13,   858.11
  724.70,   350.56,   598.64
  728.01,   347.44,   723.49
  730.84,   343.95,   848.65
  724.75,   475.62,   602.08
  727.24,   472.42,   726.95
  730.37,   468.91,   851.81
  724.11,   600.37,   605.40
  727.06,   597.29,   730.25
  730.24,   594.05,   855.10
  849.83,   351.20,   595.95
  852.60,   347.98,   720.56
  855.63,   344.51,   845.62
  849.66,   476.19,   599.19
  852.47,   472.46,   724.03
  855.52,   469.47,   849.17
  849.17,   600.96,   602.29
  851.92,   597.94,   727.53
  854.94,   594.26,   852.17
  599.08,   477.00,    98.60
  597.85,   476.43,   223.52
  596.36,   475.76,   348.53
  598.90,   601.93,    99.41
  597.50,   601.39,   224.37
  596.16,   600.47,   349.17
  599.15,   727.00,   100.12
  597.71,   726.19,   224.96
  596.38,   725.45,   349.86
  724.03,   476.62,    99.93
  722.47,   476.17,   225.14
  721.26,   475.59,   349.96
  723.92,   601.89,   100.74
  722.38,   601.40,   225.72
  721.09,   600.81,   350.87
  723.83,   726.87,   101.50
  722.43,   726.39,   226.30
  720.95,   725.76,   351.57
  848.83,   476.98,   101.32
  847.53,   476.55,   226.57
  846.22,   475.62,   351.17
  849.11,   601.95,   102.15
  847.83,   601.45,   227.38
  846.36,   600.61,   351.87
  848.95,   726.96,   102.98
  847.36,   726.58,   227.75
  846.20,   725.59,   352.74
  602.00,   474.19,   224.36
  599.55,   476.23,   349.32
  596.75,   478.10,   474.20
  599.32,   599.08,   222.19
  597.02,   601.15,   347.34
  594.32,   603.00,   472.29
  596.84,   723.91,   220.17
  594.44,   725.97,   345.17
  591.98,   728.04,   469.98
  726.77,   476.77,   226.81
  724.44,   478.75,   351.64
  721.66,   480.63,   476.90
  724.32,   601.88,   224.79
  721.73,   603.82,   349.92
  719.09,   605.87,   474.61
  721.74,   726.63,   222.68
  719.12,   728.60,   347.85
  716.75,   730.52,   472.61
  851.53,   479.45,   229.42
  849.36,   481.18,   354.11
  846.55,   483.22,   479.43
  849.30,   604.11,   227.38
  846.89,   606.01,   351.97
  844.17,   608.40,   477.16
  846.89,   729.09,   225.04
  843.99,   731.14,   350.26
  841.74,   733.27,   474.91
  598.56,   474.17,   348.09
  596.52,   472.08,   473.32
  594.82,   470.05,   598.20
  600.71,   599.16,   350.36
  599.19,   597.00,   475.29
  597.30,   594.89,   600.24
  603.38,   724.44,   352.80
  601.68,   721.80,   477.41
  599.72,   719.95,   602.56
  723.49,   471.74,   350.11
  721.48,   469.60,   474.98
  719.70,   467.49,   599.80
  726.00,   596.90,   352.27
  724.00,   594.72,   477.22
  722.14,   592.57,   601.97
  728.11,   721.76,   354.32
  726.38,   719.65,   479.31
  724.45,   717.63,   604.51
  848.55,   469.53,   351.79
  846.31,   467.09,   476.61
  844.84,   465.11,   601.68
  850.78,   594.47,   354.10
  849.01,   592.37,   479.03
  847.21,   589.94,   603.81
  853.27,   719.31,   356.18
  851.43,   717.24,   481.23
  849.49,   715.08,   606.24
  599.82,   475.27,   475.51
  603.15,   472.54,   600.38
  606.42,   470.06,   725.54
  601.37,   599.98,   478.33
  604.56,   597.48,   602.91
  607.60,   595.25,   727.83
  602.97,   724.97,   480.39
  606.02,   722.70,   605.51
  609.40,   720.25,   730.36
  724.83,   473.77,   472.35
  728.15,   471.39,   597.57
  731.05,   468.76,   722.47
  726.40,   598.77,   474.90
  729.61,   595.99,   599.73
  732.74,   593.81,   724.75
  727.80,   723.68,   477.53
  730.83,   721.28,   602.25
  733.93,   718.64,   727.53
  849.77,   472.43,   469.25
  853.18,   469.94,   594.35
  856.00,   467.35,   718.83
  851.11,   597.50,   471.68
  854.36,   595.00,   596.48
  857.53,   592.36,   721.64
  852.78,   722.29,   474.25
  855.88,   719.78,   599.12
  858.91,   717.20,   723.91
  600.45,   476.18,   601.28
  599.97,   477.16,   726.47
  599.52,   477.57,   851.70
  600.87,   601.26,   600.63
  600.97,   602.12,   725.67
  600.41,   602.40,   850.61
  601.52,   726.33,   600.07
  601.21,   727.08,   724.76
  600.91,   727.80,   849.88
  725.62,   475.67,   601.89
  725.12,   476.44,   726.74
  724.95,   477.36,   851.62
  726.12,   600.75,   600.95
  725.60,   601.25,   725.83
  725.53,   602.17,   850.84
  726.64,   725.53,   600.32
  726.08,   726.41,   725.38
  725.98,   727.16,   850.43
  850.62,   475.15,   602.12
  850.16,   475.62,   727.11
  849.84,   476.61,   852.11
  850.95,   599.97,   601.14
  850.54,   601.16,   726.48
  850.43,   601.77,   851.12
  851.62,   725.12,   600.55
  851.26,   725.91,   725.32
  850.83,   726.75,   850.59
  600.60,   599.99,    98.54
  602.60,   601.57,   223.92
  604.54,   603.01,   348.73
  601.14,   724.85,    97.28
  603.20,   726.39,   222.27
  605.23,   727.96,   347.21
  601.81,   849.84,    95.34
  603.71,   851.58,   220.62
  605.71,   852.98,   345.67
  725.63,   599.09,    96.98
  727.63,   600.69,   222.17
  729.16,   602.34,   346.85
  726.31,   724.29,    95.29
  728.16,   725.75,   220.26
  729.76,   727.13,   345.30
  726.76,   848.91,    93.82
  728.51,   850.52,   218.83
  730.46,   852.49,   343.82
  850.80,   598.73,    94.95
  852.34,   600.23,   220.11
  854.64,   601.56,   344.76
  851.07,   723.60,    93.43
  852.83,   725.06,   218.41
  855.15,   726.74,   343.29
  851.81,   848.58,    91.86
  853.79,   849.82,   216.89
  855.62,   851.88,   341.98
  598.54,   598.30,   225.74
  594.67,   598.68,   350.89
  591.23,   598.87,   475.78
  600.92,   723.38,   225.64
  597.27,   723.75,   350.48
  593.54,   723.95,   475.32
  602.99,   848.75,   225.35
  599.64,   848.80,   350.42
  595.90,   849.19,   475.36
  723.22,   596.44,   229.71
  719.82,   596.39,   354.45
  716.06,   596.81,   479.52
  725.55,   721.05,   229.34
  722.18,   721.61,   354.47
  718.47,   721.59,   479.04
  727.61,   845.97,   229.34
  724.08,   846.30,   354.17
  720.63,   846.81,   479.13
  848.39,   593.89,   232.98
  844.90,   594.02,   358.13
  840.95,   594.57,   483.13
  850.55,   718.98,   233.06
  846.95,   719.05,   357.81
  843.01,   719.40,   482.91
  852.77,   844.10,   232.57
  849.24,   844.29,   357.84
  845.58,   844.21,   482.53
  600.18,   601.57,   351.63
  598.28,   598.70,   476.36
  596.47,   595.57,   601.47
  600.96,   726.78,   354.33
  599.04,   723.47,   479.40
  597.13,   720.56,   604.42
  601.48,   851.46,   357.48
  599.42,   848.71,   482.44
  597.35,   845.40,   607.48
  725.15,   600.87,   353.26
  723.36,   598.00,   478.30
  721.48,   594.99,   603.15
  725.80,   726.14,   356.31
  723.97,   722.78,   481.27
  722.15,   719.88,   606.24
  726.15,   850.91,   359.56
  724.32,   847.78,   484.35
  722.64,   844.80,   609.54
  850.08,   600.52,   355.13
  848.48,   597.66,   480.25
  846.64,   594.25,   605.10
  850.92,   725.50,   358.26
  848.88,   722.45,   483.03
  847.14,   719.18,   608.22
  851.42,   850.59,   361.21
  849.25,   847.02,   486.19
  847.51,   844.55,   611.33
  599.13,   599.07,   475.70
  597.69,   595.28,   600.34
  596.03,   591.56,   725.40
  597.15,   723.90,   479.02
  595.50,   720.20,   604.04
  594.13,   716.74,   729.09
  595.30,   848.78,   482.89
  593.92,   845.13,   607.87
  592.54,   841.60,   732.53
  724.03,   600.72,   477.32
  722.31,   596.98,   601.92
  721.08,   593.55,   727.01
  722.06,   725.64,   480.74
  720.53,   722.02,   605.79
  719.23,   718.43,   730.48
  720.17,   850.51,   484.35
  718.83,   846.86,   609.38
  717.35,   843.28,   734.27
  848.84,   602.80,   478.74
  847.65,   599.04,   603.55
  846.07,   595.26,   728.57
  846.85,   727.30,   482.23
  845.73,   723.80,   607.27
  844.20,   720.29,   732.29
  845.08,   852.38,   485.75
  843.96,   849.00,   610.80
  842.29,   844.90,   735.83
  600.44,   598.95,   601.61
  601.42,   596.88,   726.55
  602.13,   594.69,   851.53
  600.95,   724.27,   603.57
  601.77,   722.01,   728.69
  602.62,   719.74,   853.63
  601.21,   849.09,   606.02
  602.05,   847.04,   730.87
  603.21,   844.79,   855.75
  725.69,   598.83,   600.54
  726.46,   596.54,   725.61
  727.35,   594.44,   850.68
  725.86,   723.69,   602.95
  726.66,   721.35,   727.85
  727.74,   719.48,   852.99
  726.46,   848.95,   604.90
  727.20,   846.59,   730.15
  727.87,   844.35,   854.98
  850.66,   598.52,   599.73
  851.55,   596.52,   724.95
  852.29,   594.07,   849.87
  851.10,   723.44,   601.88
  851.95,   721.06,   726.90
  852.76,   718.90,   851.97
  851.35,   848.54,   604.28
  852.05,   846.24,   729.09
  853.04,   844.10,   854.15
