27, 125 pa2-debug-b-our-output2.txt
  597.33,   223.88,   476.48
  598.92,   222.66,   601.62
  601.95,   221.48,   727.12
  593.97,   348.37,   478.49
  595.66,   347.24,   603.48
  597.99,   345.63,   727.72
  725.07,   102.58,   473.04
  727.47,   100.77,   597.98
  729.41,    99.32,   722.73
  721.95,   227.06,   474.42
  724.45,   225.57,   599.91
  726.53,   224.55,   724.44
  718.65,   352.16,   476.14
  721.32,   351.03,   600.98
  723.32,   349.26,   726.29
  850.25,   105.17,   471.41
  852.03,   104.11,   596.39
  854.68,   102.47,   721.38
  846.48,   230.31,   472.75
  849.10,   228.59,   597.39
  851.25,   227.69,   722.06
  843.68,   355.39,   473.55
  845.55,   353.44,   598.42
  848.36,   352.07,   723.82
  599.05,    99.28,   598.40
  599.40,    97.79,   722.95
  599.26,    96.85,   848.26
  602.59,   224.33,   599.71
  602.61,   223.40,   724.76
  602.04,   222.04,   849.31
  606.87,   349.46,   600.31
  605.88,   348.32,   726.03
  605.60,   347.21,   850.40
  724.35,    95.56,   598.35
  724.64,    94.74,   723.36
  723.75,    93.60,   848.13
  727.83,   221.40,   599.83
  727.41,   219.74,   724.86
  727.66,   218.70,   849.71
  731.64,   345.54,   601.24
  731.46,   344.74,   726.06
  730.37,   343.19,   850.67
  849.02,    92.62,   598.97
  849.13,    91.37,   723.41
  848.87,    90.15,   848.84
  852.64,   217.06,   599.96
  852.67,   216.44,   724.67
  852.37,   215.22,   850.09
  856.39,   342.37,   601.42
  856.27,   341.00,   726.55
  856.13,   340.10,   850.61
  598.85,   225.34,    99.56
  598.74,   225.53,   224.69
  598.77,   226.29,   350.22
  599.84,   351.02,    99.32
  599.14,   350.95,   224.81
  599.19,   351.54,   350.02
  600.34,   475.19,    99.19
  600.30,   475.68,   224.73
  599.73,   476.62,   349.66
  723.79,   225.21,   100.03
  724.17,   225.32,   225.31
  723.83,   225.95,   350.35
  724.11,   350.16,    99.90
  724.49,   350.69,   224.53
  724.46,   350.38,   349.61
  725.09,   475.18,    99.02
  725.14,   475.62,   224.56
  725.11,   476.08,   349.28
  848.96,   224.52,   100.07
  848.67,   224.22,   224.93
  848.56,   224.78,   349.70
  849.76,   349.17,    99.09
  849.41,   350.10,   224.47
  849.57,   350.53,   349.93
  849.81,   474.27,    99.64
  849.97,   474.54,   224.06
  849.79,   475.53,   348.81
  601.09,   224.11,   223.34
  599.83,   226.85,   347.95
  599.57,   229.70,   473.00
  603.55,   349.08,   220.36
  602.37,   352.34,   344.71
  601.19,   354.96,   470.41
  605.77,   473.68,   217.43
  604.70,   476.82,   342.45
  603.96,   480.03,   467.17
  726.66,   221.57,   224.22
  725.17,   224.78,   349.35
  723.96,   227.70,   473.85
  728.47,   346.19,   221.49
  727.45,   349.45,   346.51
  725.96,   352.88,   471.26
  730.44,   471.13,   217.78
  729.94,   474.93,   343.16
  728.35,   478.11,   467.95
  851.51,   219.68,   225.93
  850.10,   222.91,   350.73
  848.61,   225.49,   475.21
  853.63,   344.08,   222.97
  852.05,   347.27,   347.13
  851.28,   350.79,   472.54
  855.59,   469.09,   219.30
  855.04,   472.34,   344.47
  853.20,   475.37,   468.79
  600.92,   226.40,   350.93
  598.06,   222.98,   475.71
  594.45,   220.25,   600.52
  600.87,   351.40,   353.61
  596.86,   348.74,   478.93
  593.85,   345.34,   603.12
  599.20,   475.90,   356.12
  596.12,   473.54,   481.42
  593.26,   470.31,   606.31
  726.05,   227.32,   354.39
  722.67,   223.73,   479.34
  718.99,   221.23,   604.08
  725.42,   352.02,   356.91
  721.96,   348.85,   482.31
  718.82,   345.79,   606.44
  724.67,   477.28,   360.15
  721.47,   473.81,   485.11
  717.86,   471.01,   609.63
  851.09,   227.87,   357.32
  847.64,   224.94,   482.53
  844.94,   221.85,   606.77
  850.68,   352.82,   360.56
  846.80,   350.35,   484.82
  843.07,   346.71,   610.01
  849.70,   477.33,   362.76
  846.48,   474.83,   488.56
  842.94,   471.71,   612.75
  598.82,   222.77,   474.67
  600.12,   223.40,   600.05
  600.59,   222.86,   725.42
  601.41,   347.61,   475.60
  602.25,   348.47,   600.15
  603.48,   347.73,   724.82
  604.13,   473.49,   475.11
  605.56,   473.46,   600.61
  607.01,   472.63,   725.06
  724.07,   220.19,   474.45
  724.52,   219.80,   599.36
  725.77,   220.22,   723.87
  726.14,   344.77,   473.73
  727.54,   345.38,   598.66
  728.27,   345.49,   724.02
  729.77,   470.42,   474.46
  730.25,   469.97,   599.42
  732.04,   470.10,   724.54
  849.09,   217.77,   472.60
  849.44,   217.54,   598.05
  850.66,   217.07,   723.18
  851.28,   342.13,   473.56
  853.02,   342.15,   598.14
  853.22,   342.14,   723.56
  854.09,   467.21,   472.80
  855.33,   467.39,   598.04
  856.65,   467.25,   723.00
  599.12,   224.21,   599.45
  596.70,   226.09,   724.63
  593.75,   227.67,   849.53
  596.50,   349.19,   597.96
  593.50,   351.28,   722.94
  591.23,   352.03,   848.33
  593.64,   474.44,   596.35
  590.41,   476.20,   721.97
  588.21,   477.68,   846.96
  724.06,   227.23,   602.77
  721.37,   229.08,   727.30
  718.76,   230.58,   852.06
  721.47,   352.16,   601.10
  718.88,   354.28,   725.74
  715.65,   355.09,   850.89
  718.25,   477.18,   599.36
  715.22,   478.80,   723.98
  712.15,   480.56,   848.99
  849.20,   230.51,   605.21
  846.81,   232.07,   730.29
  843.68,   233.40,   854.94
  846.03,   356.09,   603.99
  843.12,   357.07,   727.94
  840.69,   358.28,   853.60
  842.65,   480.82,   601.93
  840.76,   482.00,   727.31
  837.59,   483.62,   851.97
  598.93,   350.99,    99.65
  599.60,   347.88,   225.20
  600.10,   343.80,   349.91
  596.37,   475.47,   103.57
  596.85,   472.67,   227.97
  597.70,   469.16,   353.53
  593.82,   601.11,   106.71
  594.43,   597.50,   232.20
  595.10,   593.84,   356.87
  723.97,   353.58,    99.33
  725.07,   349.76,   224.13
  725.54,   347.33,   349.14
  721.66,   478.74,   103.04
  722.07,   475.55,   227.90
  722.58,   471.82,   352.94
  718.94,   603.01,   105.95
  719.86,   599.83,   230.92
  719.78,   596.24,   356.22
  849.30,   355.99,    99.23
  849.82,   353.22,   224.06
  849.96,   349.46,   349.00
  846.44,   481.35,   102.61
  846.86,   477.61,   227.43
  848.16,   474.28,   352.10
  843.85,   606.00,   105.75
  844.33,   602.71,   230.67
  845.49,   599.72,   355.88
  600.26,   350.61,   223.98
  603.72,   349.21,   348.60
  608.20,   348.03,   473.32
  598.01,   475.08,   224.99
  601.02,   473.93,   350.54
  604.37,   472.77,   475.07
  595.12,   600.20,   226.12
  598.25,   598.98,   351.41
  601.79,   597.02,   476.77
  725.39,   352.97,   220.01
  729.07,   352.24,   345.21
  732.83,   350.57,   469.80
  722.81,   478.12,   221.34
  726.11,   476.92,   346.20
  729.85,   475.82,   471.37
  719.61,   603.32,   223.04
  723.05,   601.59,   347.60
  726.95,   600.25,   473.06
  850.67,   356.46,   216.39
  853.51,   354.91,   341.47
  857.94,   353.83,   466.44
  847.43,   480.71,   218.19
  850.90,   479.67,   343.17
  854.81,   478.49,   467.69
  844.48,   606.01,   219.52
  848.43,   604.50,   344.10
  852.03,   603.65,   468.94
  600.26,   348.54,   349.16
  597.30,   346.30,   474.42
  595.05,   345.48,   599.41
  602.67,   472.88,   350.68
  599.36,   472.23,   476.04
  596.46,   470.52,   600.36
  603.71,   598.10,   352.48
  600.90,   596.75,   477.10
  598.84,   595.28,   601.85
  725.35,   346.52,   352.12
  722.84,   344.66,   476.54
  719.93,   343.20,   601.33
  727.44,   470.83,   353.34
  724.50,   470.17,   478.30
  721.35,   468.38,   603.07
  728.96,   596.35,   354.97
  726.27,   594.43,   479.37
  723.94,   593.47,   604.71
  850.56,   344.59,   354.32
  847.93,   343.47,   479.78
  845.41,   341.31,   604.45
  852.14,   469.40,   355.97
  849.15,   468.07,   480.99
  846.98,   466.53,   605.90
  853.58,   594.17,   357.03
  850.89,   593.48,   482.52
  848.89,   591.52,   607.66
  598.89,   349.13,   475.71
  598.59,   351.04,   600.93
  598.77,   354.01,   726.38
  597.84,   473.95,   473.46
  597.59,   476.23,   598.09
  597.67,   478.75,   723.77
  596.46,   598.72,   471.10
  596.06,   601.32,   596.14
  596.44,   603.57,   721.35
  723.35,   349.73,   476.37
  724.10,   352.94,   600.65
  724.11,   354.86,   725.58
  722.71,   474.38,   473.44
  722.39,   477.58,   598.47
  722.70,   479.78,   723.00
  721.66,   600.26,   470.60
  721.59,   602.18,   596.49
  721.25,   604.99,   721.31
  848.75,   350.83,   476.07
  848.43,   353.49,   601.16
  848.89,   356.52,   725.99
  847.84,   475.74,   473.12
  848.18,   478.14,   598.01
  847.46,   481.42,   723.63
  846.55,   601.31,   470.59
  847.00,   603.83,   595.84
  847.04,   605.93,   720.41
  602.44,   348.25,   601.43
  602.57,   348.66,   726.37
  603.13,   348.72,   851.17
  599.91,   473.43,   601.86
  600.75,   473.55,   726.83
  600.98,   473.91,   851.35
  598.92,   598.18,   601.49
  599.09,   598.68,   726.41
  599.59,   598.72,   851.66
  726.85,   349.73,   600.59
  727.04,   350.43,   726.42
  728.06,   350.77,   851.05
  725.29,   475.36,   601.30
  725.48,   475.24,   726.37
  726.18,   475.66,   851.06
  723.99,   600.31,   600.61
  724.00,   600.16,   725.60
  723.91,   600.67,   851.00
  852.14,   351.96,   600.26
  852.05,   352.16,   725.21
  852.47,   352.34,   850.90
  850.22,   476.67,   600.36
  850.30,   476.57,   725.03
  851.34,   476.81,   850.29
  848.21,   601.58,   600.09
  848.67,   602.27,   725.55
  849.58,   601.82,   850.60
  600.81,   476.31,    97.89
  599.31,   474.21,   223.05
  597.88,   472.24,   347.74
  603.51,   601.19,    99.76
  601.98,   599.67,   225.08
  600.29,   596.97,   350.08
  606.43,   726.16,   102.78
  604.39,   724.61,   227.08
  602.92,   722.24,   352.40
  725.71,   474.16,    99.67
  723.94,   471.90,   224.85
  723.02,   469.65,   349.11
  728.65,   598.38,   101.76
  727.23,   596.37,   226.47
  725.43,   593.96,   351.67
  730.96,   723.20,   104.21
  729.69,   721.22,   228.70
  727.98,   718.92,   354.00
  851.39,   470.89,   100.74
  849.48,   469.01,   225.77
  848.00,   466.79,   351.46
  853.69,   596.61,   103.40
  852.24,   594.36,   228.68
  849.91,   591.92,   353.65
  856.39,   721.18,   105.89
  854.51,   718.97,   230.69
  852.84,   716.80,   355.26
  599.64,   474.96,   225.67
  599.72,   475.87,   349.95
  599.25,   476.06,   475.76
  597.72,   599.81,   225.34
  597.08,   600.97,   350.34
  597.03,   601.07,   475.50
  594.12,   725.08,   224.62
  594.10,   725.59,   349.42
  593.72,   725.91,   475.37
  725.01,   478.56,   225.64
  725.00,   478.36,   350.61
  724.74,   478.55,   475.21
  722.42,   603.40,   225.19
  721.96,   603.29,   350.81
  721.16,   603.62,   475.89
  719.05,   728.45,   225.21
  719.35,   728.47,   350.04
  718.71,   728.11,   475.15
  849.92,   481.15,   226.11
  849.59,   480.84,   351.12
  848.95,   481.30,   476.30
  847.55,   605.89,   225.83
  846.63,   606.49,   351.14
  846.94,   605.93,   475.82
  844.31,   730.79,   226.10
  843.85,   730.68,   350.35
  843.75,   731.71,   475.54
  598.25,   476.49,   348.49
  602.25,   478.47,   472.93
  604.97,   480.55,   598.45
  597.60,   601.04,   345.97
  601.28,   603.30,   471.60
  604.68,   605.78,   596.31
  597.62,   726.89,   344.25
  600.65,   728.04,   469.02
  604.15,   730.33,   594.25
  723.62,   477.41,   344.78
  726.71,   478.66,   469.87
  729.96,   481.45,   594.95
  722.53,   602.02,   343.25
  726.67,   603.73,   468.14
  729.39,   606.07,   593.37
  721.77,   727.30,   341.44
  725.94,   729.42,   466.08
  729.21,   731.13,   590.50
  848.15,   477.27,   341.68
  851.75,   480.04,   466.57
  854.60,   481.74,   591.53
  847.59,   602.71,   339.23
  851.43,   604.94,   464.80
  854.67,   606.69,   589.46
  847.18,   727.51,   337.28
  851.04,   729.32,   462.41
  853.83,   731.59,   587.49
  598.26,   474.01,   474.28
  595.71,   474.20,   599.38
  592.03,   474.68,   724.90
  600.41,   598.61,   474.09
  596.82,   599.87,   598.86
  593.67,   600.03,   724.01
  601.95,   723.59,   473.04
  599.03,   724.54,   598.76
  595.33,   724.70,   722.91
  723.68,   472.45,   478.00
  720.56,   472.94,   602.85
  717.43,   473.45,   728.02
  724.88,   597.77,   477.49
  722.17,   598.01,   601.95
  718.38,   598.23,   726.69
  726.57,   722.80,   476.62
  723.43,   723.33,   601.29
  720.34,   723.94,   726.44
  848.18,   470.87,   481.37
  845.83,   471.17,   606.27
  842.37,   472.11,   730.86
  850.19,   595.98,   480.81
  847.20,   596.19,   605.50
  843.19,   596.90,   730.39
  851.45,   720.61,   480.17
  848.43,   721.44,   604.63
  845.46,   721.85,   729.67
  599.68,   475.48,   598.86
  601.75,   472.70,   724.09
  605.11,   469.27,   849.25
  601.34,   600.70,   602.18
  603.68,   597.64,   727.45
  606.32,   594.50,   851.47
  603.24,   725.02,   605.24
  605.43,   722.84,   730.17
  609.08,   719.94,   855.30
  723.97,   474.04,   596.23
  726.82,   470.65,   721.61
  729.96,   467.65,   845.84
  726.33,   598.42,   599.21
  729.35,   595.54,   724.46
  731.68,   592.61,   849.36
  727.96,   723.53,   602.63
  730.99,   720.71,   727.32
  733.76,   717.47,   852.60
  849.12,   471.97,   593.75
  852.28,   468.72,   718.69
  854.54,   465.97,   843.74
  851.33,   597.34,   596.70
  854.20,   594.11,   721.19
  856.33,   591.24,   846.05
  852.43,   721.89,   599.73
  855.50,   718.46,   724.41
  858.32,   715.81,   849.61
  601.54,   601.81,   100.61
  601.50,   598.06,   225.15
  601.27,   594.26,   350.02
  602.35,   727.13,   104.00
  601.68,   722.97,   228.58
  601.73,   719.23,   353.88
  602.89,   852.10,   107.70
  603.19,   847.49,   232.72
  602.55,   844.42,   357.62
  726.73,   601.12,   100.83
  726.38,   597.56,   225.63
  726.62,   594.08,   350.62
  727.52,   726.42,   104.39
  726.53,   722.09,   229.44
  727.18,   718.77,   354.30
  728.18,   851.30,   108.32
  727.94,   847.59,   233.10
  727.43,   843.15,   358.27
  851.73,   600.20,   100.65
  851.16,   596.39,   225.42
  851.36,   593.30,   350.78
  852.29,   725.27,   104.41
  852.31,   721.59,   229.12
  851.53,   718.23,   354.88
  853.06,   850.35,   108.34
  852.77,   846.63,   233.55
  852.66,   842.77,   358.20
  600.86,   599.96,   226.89
  600.76,   603.19,   351.67
  599.73,   605.59,   476.60
  598.54,   724.81,   223.70
  598.50,   727.94,   348.87
  597.84,   730.12,   473.95
  596.89,   850.10,   220.75
  596.00,   852.95,   345.93
  595.42,   855.43,   471.10
  726.01,   602.30,   227.16
  725.14,   604.47,   351.99
  724.82,   607.45,   476.85
  724.19,   727.08,   224.06
  723.44,   729.92,   349.28
  722.53,   732.61,   474.75
  721.59,   852.01,   221.33
  721.41,   855.18,   346.12
  720.28,   857.75,   471.78
  851.17,   604.88,   227.66
  850.63,   606.79,   352.69
  850.30,   609.51,   477.86
  849.01,   729.27,   224.86
  848.34,   732.38,   349.76
  847.99,   735.21,   474.60
  846.74,   854.31,   221.82
  846.09,   857.16,   346.97
  845.86,   860.00,   471.81
  600.31,   600.73,   350.77
  602.94,   598.80,   474.98
  605.40,   597.78,   600.14
  602.07,   725.12,   352.09
  604.49,   724.24,   476.38
  606.17,   722.42,   602.29
  602.74,   850.21,   353.50
  605.08,   849.17,   478.51
  607.73,   847.63,   602.84
  725.12,   599.75,   348.29
  727.49,   597.91,   472.70
  729.68,   596.27,   597.59
  726.49,   724.59,   349.02
  729.15,   722.93,   474.22
  731.10,   721.09,   599.00
  727.49,   849.02,   350.51
  730.74,   847.84,   475.92
  732.35,   846.03,   600.97
  849.94,   598.12,   345.45
  852.39,   596.00,   470.28
  854.79,   594.66,   595.54
  851.35,   722.77,   347.07
  853.93,   721.17,   472.15
  856.63,   719.87,   596.67
  852.73,   848.05,   348.69
  854.84,   846.59,   473.41
  857.91,   844.82,   598.43
  599.70,   599.83,   474.19
  601.35,   599.35,   598.72
  603.48,   599.51,   724.26
  600.27,   724.85,   474.01
  601.84,   724.37,   599.64
  603.79,   724.20,   724.41
  600.48,   849.89,   474.55
  602.45,   849.88,   599.04
  603.38,   849.75,   724.26
  725.02,   599.51,   472.13
  726.86,   599.49,   597.28
  728.91,   599.23,   721.94
  725.27,   724.49,   472.98
  726.41,   724.46,   597.56
  728.21,   724.54,   722.47
  725.26,   849.39,   472.42
  727.50,   849.42,   597.87
  728.42,   849.34,   722.51
  849.97,   599.70,   470.47
  851.25,   599.52,   595.88
  853.04,   598.66,   720.98
  850.45,   724.62,   471.33
  851.84,   724.14,   595.89
  853.81,   724.47,   720.99
  850.27,   849.39,   471.26
  852.17,   849.04,   596.21
  853.60,   849.14,   720.96
  598.21,   598.54,   600.91
  599.38,   597.01,   726.41
  599.11,   594.71,   850.84
  601.43,   723.14,   603.10
  602.52,   721.59,   727.88
  602.94,   719.64,   852.94
  604.88,   848.01,   604.37
  605.52,   846.18,   729.25
  605.58,   844.73,   854.83
  723.72,   595.54,   600.75
  724.24,   594.00,   726.23
  724.21,   591.58,   851.27
  726.58,   719.96,   602.11
  727.44,   718.21,   727.72
  727.52,   716.88,   852.45
  729.63,   845.41,   604.37
  730.41,   843.42,   728.72
  731.10,   841.62,   854.37
  848.07,   592.37,   599.86
  848.69,   590.73,   725.44
  849.52,   588.72,   850.16
  851.12,   717.21,   601.67
  852.18,   715.71,   727.10
  852.69,   713.71,   851.59
  854.34,   842.47,   603.43
  855.35,   840.40,   728.51
  855.76,   838.65,   853.50
