27, 125 pa2-debug-c-our-output2.txt
  593.83,   345.78,   605.07
  594.15,   343.18,   730.04
  725.09,   101.72,   474.64
  725.27,    99.20,   599.67
  725.62,    96.55,   724.60
  721.78,   226.70,   477.30
  722.05,   224.08,   602.22
  722.36,   221.50,   727.24
  718.50,   351.63,   479.89
  718.80,   349.03,   604.87
  719.10,   346.45,   729.81
  850.00,   104.99,   474.46
  850.25,   102.40,   599.41
  850.56,    99.82,   724.40
  846.72,   229.94,   477.04
  847.01,   227.35,   602.02
  847.31,   224.76,   726.98
  843.47,   354.88,   479.64
  843.75,   352.30,   604.64
  844.05,   349.70,   729.59
  598.13,   100.57,   601.05
  595.25,    97.47,   725.98
  592.27,    94.30,   850.88
  601.36,   225.49,   604.25
  598.41,   222.37,   729.22
  595.48,   219.21,   854.15
  604.51,   350.43,   607.50
  601.59,   347.29,   732.43
  598.66,   344.14,   857.32
  723.03,    97.39,   603.95
  720.18,    94.16,   728.83
  717.15,    91.05,   853.77
  726.26,   222.22,   607.11
  723.33,   219.11,   732.09
  720.36,   215.93,   856.95
  729.45,   347.17,   610.38
  726.52,   344.05,   735.27
  723.55,   340.86,   860.24
  847.97,    94.14,   606.80
  845.09,    90.94,   731.73
  842.10,    87.79,   856.65
  851.20,   218.98,   610.01
  848.27,   215.85,   734.91
  845.35,   212.72,   859.82
  854.37,   343.94,   613.25
  851.41,   340.76,   738.18
  848.41,   337.63,   863.15
  600.55,   225.86,    98.25
  598.51,   224.66,   223.24
  596.45,   223.43,   348.18
  603.62,   350.78,    99.49
  601.61,   349.62,   224.49
  599.52,   348.39,   349.45
  606.63,   475.77,   100.78
  604.64,   474.56,   225.73
  602.57,   473.36,   350.72
  725.46,   222.78,   100.29
  723.44,   221.57,   225.25
  721.37,   220.33,   350.21
  728.58,   347.74,   101.51
  726.52,   346.53,   226.51
  724.45,   345.32,   351.49
  731.66,   472.69,   102.81
  729.53,   471.46,   227.75
  727.51,   470.26,   352.74
  850.51,   219.67,   102.30
  848.47,   218.46,   227.24
  846.35,   217.28,   352.26
  853.43,   344.68,   103.56
  851.38,   343.48,   228.56
  849.39,   342.24,   353.52
  856.59,   469.57,   104.83
  854.62,   468.36,   229.76
  852.46,   467.19,   354.79
  598.05,   223.54,   226.65
  597.12,   223.07,   351.60
  596.20,   222.66,   476.63
  595.54,   348.51,   227.05
  594.57,   348.06,   352.04
  593.65,   347.65,   477.05
  592.97,   473.47,   227.45
  592.01,   473.04,   352.46
  591.11,   472.59,   477.44
  723.00,   226.08,   227.58
  722.06,   225.62,   352.55
  721.17,   225.22,   477.59
  720.49,   351.06,   228.00
  719.53,   350.62,   353.00
  718.57,   350.20,   478.00
  717.86,   476.01,   228.40
  716.98,   475.57,   353.41
  716.02,   475.14,   478.37
  848.04,   228.61,   228.51
  847.07,   228.20,   353.53
  846.12,   227.75,   478.51
  845.38,   353.64,   228.97
  844.49,   353.17,   353.95
  843.57,   352.74,   478.92
  843.01,   478.54,   229.27
  841.94,   478.12,   354.37
  841.01,   477.69,   479.30
  600.93,   225.45,   348.12
  603.76,   222.68,   473.08
  606.54,   219.86,   598.00
  602.51,   350.42,   350.90
  605.33,   347.65,   475.84
  608.09,   344.85,   600.78
  604.05,   475.39,   353.66
  606.91,   472.58,   478.58
  609.67,   469.79,   603.53
  725.85,   223.94,   345.28
  728.70,   221.18,   470.25
  731.49,   218.35,   595.15
  727.44,   348.92,   348.06
  730.23,   346.15,   473.01
  733.06,   343.34,   597.96
  729.01,   473.86,   350.81
  731.80,   471.07,   475.71
  734.67,   468.27,   600.67
  850.85,   222.45,   342.45
  853.66,   219.63,   467.35
  856.47,   216.86,   592.33
  852.40,   347.41,   345.22
  855.25,   344.64,   470.13
  858.03,   341.86,   595.10
  853.98,   472.37,   348.01
  856.82,   469.60,   472.84
  859.58,   466.76,   597.85
  599.53,   223.49,   473.56
  597.76,   220.83,   598.50
  596.03,   218.21,   723.50
  596.29,   348.43,   476.16
  594.51,   345.79,   601.11
  592.79,   343.15,   726.06
  593.07,   473.34,   478.73
  591.28,   470.71,   603.70
  589.54,   468.07,   728.67
  724.46,   226.70,   475.39
  722.70,   224.03,   600.30
  720.98,   221.41,   725.30
  721.19,   351.63,   477.96
  719.47,   348.98,   602.94
  717.73,   346.37,   727.87
  717.97,   476.54,   480.51
  716.26,   473.89,   605.48
  714.49,   471.25,   730.47
  849.40,   229.87,   477.15
  847.65,   227.25,   602.14
  845.92,   224.61,   727.09
  846.17,   354.82,   479.75
  844.41,   352.19,   604.75
  842.69,   349.55,   729.68
  842.92,   479.73,   482.30
  841.19,   477.07,   607.33
  839.49,   474.49,   732.21
  599.37,   225.46,   600.30
  595.91,   222.43,   725.25
  592.46,   219.37,   850.17
  599.83,   350.45,   603.39
  596.39,   347.39,   728.31
  592.94,   344.33,   853.19
  600.31,   475.40,   606.46
  596.84,   472.34,   731.39
  593.37,   469.29,   856.32
  724.31,   224.90,   603.74
  720.88,   221.86,   728.70
  717.38,   218.80,   853.59
  724.80,   349.88,   606.86
  721.34,   346.84,   731.74
  717.88,   343.75,   856.68
  725.31,   474.83,   609.89
  721.82,   471.77,   734.83
  718.34,   468.75,   859.76
  849.27,   224.36,   607.21
  845.83,   221.31,   732.12
  842.38,   218.25,   857.00
  849.74,   349.34,   610.30
  846.28,   346.26,   735.20
  842.77,   343.20,   860.18
  850.22,   474.24,   613.38
  846.79,   471.24,   738.22
  843.43,   468.20,   863.14
  599.52,   349.44,    98.45
  598.47,   346.31,   223.43
  597.36,   343.11,   348.36
  600.96,   474.43,   101.68
  599.94,   471.24,   226.59
  598.84,   468.08,   351.57
  602.48,   599.30,   104.82
  601.41,   596.20,   229.81
  600.33,   593.04,   354.77
  724.52,   347.97,    99.49
  723.44,   344.80,   224.47
  722.34,   341.61,   349.43
  726.00,   472.91,   102.72
  724.86,   469.72,   227.64
  723.82,   466.54,   352.61
  727.55,   597.86,   105.86
  726.40,   594.70,   230.84
  725.32,   591.53,   355.80
  849.44,   346.48,   100.55
  848.33,   343.32,   225.53
  847.31,   340.10,   350.48
  851.04,   471.38,   103.75
  850.00,   468.19,   228.64
  848.81,   465.03,   353.68
  852.39,   596.39,   106.95
  851.32,   593.20,   231.90
  850.29,   590.00,   356.87
  600.87,   350.33,   226.25
  598.36,   350.23,   351.21
  595.90,   350.18,   476.20
  603.98,   475.28,   226.36
  601.49,   475.20,   351.36
  599.05,   475.12,   476.31
  607.11,   600.25,   226.53
  604.63,   600.18,   351.51
  602.16,   600.07,   476.45
  725.77,   347.19,   228.71
  723.28,   347.10,   353.69
  720.79,   347.04,   478.68
  728.85,   472.12,   228.83
  726.42,   472.05,   353.82
  723.93,   471.98,   478.77
  732.05,   597.11,   228.97
  729.57,   597.04,   353.97
  727.07,   596.95,   478.94
  850.63,   344.07,   231.22
  848.21,   343.96,   356.17
  845.76,   343.89,   481.13
  853.93,   468.95,   231.28
  851.36,   468.91,   356.32
  848.90,   468.83,   481.22
  856.85,   593.97,   231.51
  854.49,   593.87,   356.46
  852.03,   593.82,   481.38
  599.05,   349.58,   349.53
  596.30,   350.25,   474.51
  593.48,   350.87,   599.46
  599.18,   474.59,   348.90
  596.45,   475.21,   473.86
  593.63,   475.85,   598.84
  599.32,   599.60,   348.29
  596.57,   600.20,   473.22
  593.77,   600.88,   598.22
  724.00,   349.46,   352.31
  721.22,   350.12,   477.29
  718.47,   350.73,   602.26
  724.15,   474.44,   351.67
  721.36,   475.08,   476.61
  718.63,   475.71,   601.59
  724.30,   599.47,   351.04
  721.50,   600.09,   476.01
  718.74,   600.76,   601.00
  848.97,   349.34,   355.09
  846.22,   349.98,   480.04
  843.43,   350.62,   605.03
  849.12,   474.32,   354.47
  846.35,   474.97,   479.36
  843.58,   475.57,   604.40
  849.26,   599.34,   353.83
  846.48,   599.99,   478.75
  843.70,   600.62,   603.79
  598.43,   349.89,   474.93
  595.07,   349.69,   599.87
  591.78,   349.50,   724.83
  600.92,   474.83,   475.16
  597.57,   474.65,   600.13
  594.24,   474.46,   725.10
  603.40,   599.80,   475.41
  600.05,   599.66,   600.41
  596.74,   599.44,   725.33
  723.31,   347.39,   478.24
  720.01,   347.19,   603.20
  716.70,   347.01,   728.13
  725.80,   472.34,   478.45
  722.53,   472.14,   603.43
  719.19,   471.95,   728.40
  728.29,   597.33,   478.75
  724.98,   597.17,   603.73
  721.68,   596.95,   728.64
  848.28,   344.90,   481.52
  844.94,   344.71,   606.52
  841.64,   344.51,   731.45
  850.77,   469.85,   481.73
  847.44,   469.62,   606.77
  844.15,   469.49,   731.67
  853.25,   594.86,   482.02
  849.90,   594.65,   607.05
  846.62,   594.47,   731.94
  601.51,   351.27,   598.56
  604.09,   347.80,   723.49
  606.67,   344.33,   848.39
  603.78,   476.20,   601.99
  606.32,   472.72,   726.94
  608.88,   469.26,   851.87
  606.04,   601.16,   605.45
  608.61,   597.65,   730.32
  611.17,   594.20,   855.28
  726.47,   349.07,   595.96
  729.04,   345.62,   720.85
  731.62,   342.12,   845.79
  728.77,   473.99,   599.34
  731.33,   470.51,   724.28
  733.88,   467.08,   849.19
  731.00,   598.97,   602.81
  733.59,   595.47,   727.69
  736.17,   591.99,   852.66
  851.42,   346.90,   593.33
  853.96,   343.40,   718.27
  856.52,   339.89,   843.20
  853.69,   471.77,   596.74
  856.23,   468.34,   721.66
  858.83,   464.87,   846.52
  855.95,   596.76,   600.20
  858.52,   593.27,   725.08
  861.01,   589.78,   850.09
  598.87,   475.85,    98.61
  602.30,   478.94,   223.49
  605.65,   482.08,   348.42
  596.70,   600.75,    95.52
  600.08,   603.89,   220.46
  603.44,   607.03,   345.39
  594.52,   725.78,    92.53
  597.85,   728.83,   217.38
  601.24,   731.97,   342.33
  723.86,   477.96,    95.18
  727.16,   481.07,   220.07
  730.58,   484.17,   345.00
  721.62,   602.96,    92.12
  725.04,   606.02,   217.02
  728.38,   609.16,   341.96
  719.40,   727.86,    89.13
  722.78,   730.95,   213.95
  726.15,   734.07,   338.91
  848.90,   480.04,    91.76
  852.26,   483.17,   216.60
  855.53,   486.30,   341.63
  846.51,   605.03,    88.69
  849.88,   608.20,   213.62
  853.29,   611.25,   338.55
  844.40,   729.93,    85.69
  847.81,   733.06,   210.51
  851.11,   736.20,   335.49
  598.27,   475.03,   224.93
  601.89,   476.12,   349.89
  605.59,   477.17,   474.81
  601.55,   599.99,   223.79
  605.20,   601.08,   348.74
  608.86,   602.11,   473.64
  604.83,   724.93,   222.60
  608.50,   726.04,   347.57
  612.15,   727.06,   472.46
  723.10,   471.69,   221.32
  726.80,   472.76,   346.27
  730.42,   473.84,   471.18
  726.47,   596.67,   220.15
  730.10,   597.75,   345.11
  733.73,   598.80,   470.05
  729.76,   721.60,   218.98
  733.38,   722.68,   343.95
  737.05,   723.74,   468.84
  848.18,   468.35,   217.63
  851.71,   469.43,   342.68
  855.38,   470.54,   467.54
  851.29,   593.37,   216.55
  854.99,   594.39,   341.52
  858.68,   595.49,   466.39
  854.68,   718.27,   215.37
  858.28,   719.35,   340.33
  861.97,   720.42,   465.24
  600.93,   473.35,   349.10
  602.68,   474.73,   474.07
  604.37,   476.13,   599.05
  597.19,   598.30,   347.77
  598.92,   599.65,   472.71
  600.62,   601.09,   597.73
  593.44,   723.23,   346.42
  595.17,   724.59,   471.34
  596.90,   726.01,   596.38
  725.86,   477.04,   347.33
  727.56,   478.45,   472.28
  729.33,   479.84,   597.28
  722.13,   602.02,   346.00
  723.83,   603.39,   470.97
  725.55,   604.83,   595.98
  718.36,   726.94,   344.66
  720.11,   728.31,   469.58
  721.82,   729.73,   594.60
  850.80,   480.77,   345.60
  852.54,   482.20,   470.49
  854.23,   483.56,   595.54
  847.04,   605.73,   344.24
  848.78,   607.14,   469.18
  850.49,   608.54,   594.22
  843.31,   730.66,   342.89
  845.04,   732.06,   467.83
  846.75,   733.44,   592.83
  598.81,   476.52,   473.68
  600.19,   479.23,   598.65
  601.59,   481.96,   723.64
  602.44,   601.41,   470.91
  603.84,   604.19,   595.91
  605.25,   606.87,   720.84
  606.08,   726.33,   468.14
  607.50,   729.08,   593.15
  608.90,   731.78,   718.11
  723.69,   472.83,   472.33
  725.15,   475.55,   597.30
  726.57,   478.26,   722.29
  727.35,   597.76,   469.60
  728.77,   600.50,   594.59
  730.21,   603.20,   719.50
  731.02,   722.66,   466.80
  732.42,   725.39,   591.80
  733.86,   728.11,   716.74
  848.66,   469.16,   470.96
  850.07,   471.84,   595.99
  851.48,   474.61,   720.93
  852.31,   594.09,   468.23
  853.70,   596.81,   593.25
  855.14,   599.52,   718.17
  855.97,   718.98,   465.47
  857.37,   721.69,   590.46
  858.79,   724.44,   715.41
  601.95,   476.31,   600.44
  603.17,   473.49,   725.42
  604.41,   470.67,   850.39
  604.68,   601.28,   603.26
  605.92,   598.42,   728.18
  607.16,   595.62,   853.15
  607.42,   726.20,   606.05
  608.65,   723.34,   730.98
  609.88,   720.58,   855.98
  726.94,   473.59,   599.12
  728.17,   470.77,   724.10
  729.40,   467.98,   849.03
  729.64,   598.58,   601.95
  730.90,   595.73,   726.87
  732.16,   592.90,   851.87
  732.37,   723.49,   604.74
  733.64,   720.67,   729.66
  734.88,   717.85,   854.64
  851.88,   470.87,   597.84
  853.11,   468.09,   722.78
  854.41,   465.26,   847.67
  854.60,   595.87,   600.67
  855.85,   593.03,   725.57
  857.06,   590.20,   850.60
  857.35,   720.77,   603.42
  858.59,   717.96,   728.37
  859.84,   715.16,   853.33
  600.05,   600.47,    98.01
  598.15,   600.06,   223.02
  596.23,   599.62,   348.03
  600.83,   725.52,    98.50
  598.88,   725.05,   223.47
  596.99,   724.61,   348.48
  601.61,   850.54,    98.95
  599.66,   850.05,   223.95
  597.75,   849.60,   348.95
  725.08,   599.76,    99.93
  723.13,   599.30,   224.92
  721.21,   598.85,   349.93
  725.78,   724.74,   100.41
  723.88,   724.28,   225.39
  721.95,   723.83,   350.39
  726.54,   849.72,   100.89
  724.64,   849.28,   225.86
  722.74,   848.82,   350.86
  849.98,   599.01,   101.86
  848.08,   598.55,   226.84
  846.19,   598.06,   351.85
  850.82,   724.00,   102.29
  848.91,   723.49,   227.31
  846.94,   723.06,   352.30
  851.54,   848.99,   102.80
  849.63,   848.52,   227.76
  847.71,   848.05,   352.79
  600.17,   600.97,   223.49
  603.79,   602.13,   348.44
  607.42,   603.23,   473.34
  599.15,   725.94,   222.36
  602.80,   727.12,   347.32
  606.42,   728.22,   472.21
  598.18,   850.95,   221.25
  601.80,   852.10,   346.21
  605.42,   853.23,   471.12
  725.13,   601.93,   219.85
  728.74,   603.08,   344.81
  732.33,   604.21,   469.75
  724.11,   726.90,   218.72
  727.71,   728.06,   343.69
  731.37,   729.18,   468.59
  723.13,   851.91,   217.62
  726.75,   853.05,   342.58
  730.33,   854.19,   467.49
  849.99,   602.93,   216.23
  853.65,   604.02,   341.19
  857.31,   605.19,   466.07
  849.12,   727.85,   215.07
  852.67,   729.02,   340.06
  856.32,   730.16,   464.96
  848.05,   852.89,   214.00
  851.64,   854.01,   338.96
  855.32,   855.16,   463.84
  599.17,   600.10,   351.71
  597.78,   596.51,   476.61
  596.35,   592.98,   601.59
  599.70,   725.05,   355.27
  598.29,   721.45,   480.17
  596.88,   717.92,   605.16
  600.21,   849.99,   358.84
  598.81,   846.42,   483.75
  597.40,   842.86,   608.70
  724.16,   599.54,   353.08
  722.74,   595.96,   478.02
  721.34,   592.44,   602.99
  724.66,   724.47,   356.66
  723.28,   720.89,   481.56
  721.86,   717.35,   606.54
  725.20,   849.41,   360.22
  723.77,   845.88,   485.14
  722.40,   842.32,   610.11
  849.14,   598.97,   354.49
  847.74,   595.42,   479.39
  846.31,   591.85,   604.39
  849.65,   723.92,   358.04
  848.27,   720.34,   482.96
  846.84,   716.77,   607.93
  850.19,   848.86,   361.63
  848.80,   845.34,   486.52
  847.34,   841.76,   611.51
  598.91,   601.25,   474.39
  602.06,   601.07,   599.39
  605.23,   600.80,   724.31
  596.70,   726.23,   474.67
  599.88,   726.03,   599.68
  603.04,   725.77,   724.63
  594.51,   851.23,   474.98
  597.68,   851.01,   599.96
  600.85,   850.76,   724.91
  723.82,   603.47,   471.24
  727.00,   603.27,   596.22
  730.20,   603.02,   721.14
  721.65,   728.44,   471.50
  724.82,   728.22,   596.50
  728.01,   727.98,   721.43
  719.41,   853.44,   471.81
  722.62,   853.18,   596.81
  725.80,   852.99,   721.72
  848.78,   605.70,   468.04
  851.94,   605.46,   593.06
  855.12,   605.21,   717.98
  846.59,   730.65,   468.32
  849.75,   730.41,   593.31
  852.93,   730.19,   718.26
  844.40,   855.63,   468.61
  847.56,   855.38,   593.63
  850.75,   855.17,   718.55
  598.18,   602.02,   600.83
  601.31,   602.96,   725.75
  604.44,   603.94,   850.71
  597.21,   726.99,   599.88
  600.31,   727.94,   724.83
  603.43,   728.94,   849.81
  596.21,   851.99,   598.92
  599.33,   852.95,   723.87
  602.47,   853.91,   848.89
  723.13,   602.99,   597.71
  726.28,   603.94,   722.61
  729.42,   604.90,   847.61
  722.16,   727.96,   596.73
  725.30,   728.92,   721.67
  728.42,   729.90,   846.62
  721.17,   852.93,   595.81
  724.28,   853.93,   720.73
  727.43,   854.90,   845.66
  848.09,   603.94,   594.58
  851.24,   604.91,   719.49
  854.33,   605.86,   844.49
  847.11,   728.91,   593.59
  850.25,   729.89,   718.55
  853.42,   730.87,   843.47
  846.11,   853.90,   592.68
  849.26,   854.89,   717.59
  852.37,   855.85,   842.59
