27, 125 pa2-unknown-j-our-output2.txt
  601.31,   224.71,   477.01
  597.41,   222.22,   601.97
  593.96,   219.61,   727.04
  604.39,   349.55,   479.62
  600.51,   346.84,   604.76
  597.03,   344.58,   729.35
  723.16,    96.54,   478.14
  719.41,    94.06,   602.84
  715.88,    91.44,   728.03
  726.20,   221.67,   480.55
  722.37,   218.83,   605.61
  718.71,   216.35,   730.61
  729.14,   346.47,   483.20
  725.52,   343.78,   608.04
  721.89,   341.40,   733.24
  848.04,    93.62,   481.60
  844.31,    90.73,   606.39
  840.96,    88.57,   731.51
  851.10,   218.56,   484.41
  847.29,   215.65,   609.17
  843.78,   213.38,   733.97
  854.12,   343.24,   486.75
  850.53,   340.99,   611.72
  846.78,   338.59,   736.83
  601.86,    98.07,   600.32
  598.12,   100.48,   725.19
  594.48,   103.09,   850.00
  598.30,   222.96,   597.90
  594.71,   225.42,   722.87
  591.26,   227.98,   847.56
  594.96,   348.24,   595.11
  591.48,   350.31,   720.06
  587.53,   352.73,   845.16
  726.53,   101.64,   603.97
  722.96,   103.97,   728.60
  719.35,   106.37,   853.74
  723.20,   226.40,   601.31
  719.57,   228.82,   726.20
  715.88,   231.33,   851.29
  719.96,   351.53,   598.85
  716.23,   353.88,   723.76
  712.77,   356.23,   848.86
  851.31,   104.88,   607.47
  847.65,   107.46,   732.40
  844.17,   109.83,   857.25
  848.07,   229.75,   604.75
  844.69,   232.59,   729.94
  840.97,   234.78,   854.81
  844.95,   355.06,   602.62
  841.31,   357.32,   727.20
  837.43,   359.57,   852.41
  600.08,   223.52,    98.80
  598.99,   220.83,   223.67
  597.90,   218.27,   348.72
  602.24,   348.62,   101.55
  601.45,   345.98,   226.31
  600.35,   343.23,   351.27
  604.52,   473.39,   104.19
  603.42,   470.82,   229.03
  602.22,   468.22,   354.02
  725.23,   221.20,    99.98
  723.95,   218.66,   224.77
  722.96,   215.84,   349.89
  727.50,   346.22,   102.55
  726.33,   343.61,   227.62
  725.00,   341.14,   352.20
  729.39,   471.23,   105.19
  728.55,   468.67,   230.26
  727.19,   465.93,   354.88
  850.16,   219.19,   100.87
  849.15,   216.62,   225.76
  848.09,   213.67,   350.86
  852.09,   344.03,   103.68
  851.31,   341.42,   228.52
  850.12,   338.89,   353.38
  854.54,   469.22,   106.39
  853.44,   466.33,   231.04
  852.10,   463.89,   356.36
  598.42,   224.06,   225.62
  597.84,   222.95,   350.53
  597.62,   221.62,   475.73
  598.99,   349.08,   226.73
  598.84,   347.89,   351.87
  598.21,   346.67,   476.92
  600.15,   474.02,   228.05
  599.57,   472.70,   352.73
  599.19,   471.69,   477.83
  723.43,   223.11,   226.01
  722.83,   221.97,   350.98
  722.43,   221.00,   476.16
  724.34,   348.11,   227.23
  723.64,   346.87,   352.29
  723.23,   345.79,   477.33
  724.96,   472.97,   228.44
  724.42,   472.17,   353.23
  724.17,   470.78,   478.28
  848.34,   222.35,   226.47
  847.78,   220.92,   351.21
  847.49,   220.04,   476.60
  849.25,   347.37,   227.50
  848.63,   346.08,   352.37
  848.16,   345.13,   477.61
  849.88,   472.16,   228.77
  849.73,   471.26,   353.70
  849.36,   470.03,   478.65
  599.20,   224.86,   349.89
  598.72,   224.47,   474.65
  598.12,   223.67,   599.59
  602.90,   349.94,   350.33
  602.36,   349.46,   475.10
  601.77,   348.65,   600.45
  606.04,   474.82,   350.87
  605.32,   474.17,   475.97
  604.77,   473.70,   600.93
  724.19,   221.68,   350.13
  723.69,   221.13,   475.19
  723.06,   220.59,   600.31
  727.71,   346.35,   350.75
  727.18,   346.06,   475.68
  726.62,   345.46,   600.91
  730.98,   471.37,   351.36
  730.44,   471.02,   476.37
  730.05,   470.24,   601.39
  849.26,   218.11,   350.75
  848.70,   217.87,   475.84
  848.29,   217.19,   600.76
  852.62,   343.06,   351.24
  852.10,   342.63,   476.30
  851.52,   341.98,   601.15
  856.05,   468.07,   351.95
  855.52,   467.41,   476.87
  854.94,   466.89,   601.92
  601.68,   225.40,   475.68
  598.44,   224.17,   600.26
  595.34,   223.17,   725.35
  604.38,   350.49,   476.68
  601.04,   349.06,   601.78
  597.75,   347.87,   726.80
  607.11,   475.26,   478.22
  603.79,   473.94,   603.23
  600.83,   473.03,   727.91
  726.51,   222.61,   478.78
  723.32,   221.31,   603.85
  719.84,   220.13,   728.74
  729.13,   347.67,   480.06
  726.14,   346.19,   605.02
  722.90,   345.40,   730.12
  732.25,   472.32,   481.21
  728.89,   471.52,   606.42
  725.37,   470.25,   731.30
  851.51,   219.81,   482.02
  848.30,   218.52,   606.75
  845.07,   217.47,   731.88
  854.26,   344.90,   483.30
  850.93,   343.51,   608.07
  847.59,   342.62,   733.18
  856.84,   469.68,   484.58
  853.67,   468.55,   609.52
  850.28,   467.29,   734.48
  601.65,   223.33,   599.71
  599.55,   226.07,   724.70
  597.50,   228.97,   849.58
  602.92,   348.31,   596.72
  600.59,   350.96,   721.85
  598.55,   353.82,   846.76
  603.85,   473.50,   594.10
  601.82,   476.08,   719.22
  599.79,   478.89,   843.92
  726.71,   222.63,   601.57
  724.35,   225.36,   726.43
  722.34,   227.79,   851.38
  727.50,   347.35,   599.05
  725.71,   350.38,   723.93
  723.83,   352.91,   848.95
  728.88,   472.49,   596.34
  726.56,   475.03,   721.37
  724.34,   477.67,   845.99
  851.84,   221.27,   603.81
  849.56,   224.09,   728.91
  847.51,   226.89,   853.71
  852.73,   346.26,   601.05
  850.63,   349.15,   726.09
  848.36,   351.92,   850.74
  853.88,   471.41,   598.30
  851.66,   474.03,   723.28
  849.64,   476.68,   848.35
  599.76,   350.44,   101.45
  600.67,   347.85,   226.26
  601.56,   345.00,   351.59
  599.77,   475.17,   104.02
  600.89,   472.82,   229.27
  601.76,   469.93,   353.93
  599.70,   600.14,   106.74
  600.62,   597.73,   231.66
  601.76,   595.10,   356.79
  725.01,   350.43,   100.58
  725.74,   347.86,   225.32
  726.84,   345.04,   350.66
  724.87,   475.15,   103.45
  725.89,   472.79,   228.35
  726.57,   469.93,   353.21
  724.97,   600.51,   105.78
  725.68,   597.39,   230.89
  726.51,   594.92,   355.72
  849.75,   350.52,    99.55
  850.69,   347.79,   224.76
  851.57,   344.99,   349.66
  849.91,   475.55,   102.46
  850.51,   472.72,   227.36
  851.73,   470.05,   352.21
  849.87,   600.45,   105.01
  850.78,   597.83,   229.86
  851.45,   595.05,   354.85
  599.31,   349.80,   225.48
  600.70,   346.44,   350.33
  601.96,   343.31,   475.26
  602.13,   474.47,   228.47
  603.46,   471.37,   353.38
  605.01,   468.02,   478.54
  605.48,   599.53,   231.78
  606.56,   596.32,   356.81
  608.25,   592.98,   481.83
  724.09,   346.72,   223.73
  725.51,   343.17,   348.90
  727.00,   340.11,   473.86
  727.39,   471.47,   227.21
  728.70,   468.12,   351.98
  729.95,   464.95,   476.99
  730.32,   596.28,   230.50
  731.55,   593.13,   355.45
  733.23,   589.73,   480.48
  849.01,   343.42,   222.41
  850.21,   340.28,   347.50
  851.78,   336.91,   472.36
  852.17,   468.61,   225.68
  853.52,   465.07,   350.85
  854.86,   461.83,   475.70
  855.33,   593.41,   228.98
  856.76,   590.11,   353.86
  857.89,   586.71,   479.04
  600.88,   349.27,   348.25
  599.78,   349.35,   473.46
  598.70,   349.69,   598.51
  598.36,   474.47,   348.14
  597.07,   474.63,   473.30
  596.20,   474.64,   598.24
  595.89,   599.26,   348.06
  594.86,   599.30,   472.98
  593.73,   599.70,   598.35
  725.51,   352.02,   349.54
  724.43,   352.16,   474.43
  723.65,   351.96,   599.35
  723.33,   476.83,   349.32
  722.14,   476.79,   474.33
  721.13,   477.19,   599.26
  720.62,   601.88,   349.38
  719.81,   601.77,   474.13
  718.49,   602.12,   599.31
  850.62,   354.39,   350.37
  849.56,   354.57,   475.62
  848.66,   354.43,   600.42
  848.25,   479.44,   350.44
  847.17,   479.37,   475.35
  846.21,   479.49,   600.33
  845.68,   604.14,   350.04
  844.83,   604.40,   475.08
  843.64,   604.48,   600.03
  599.66,   348.57,   474.75
  597.15,   349.05,   599.63
  594.94,   349.55,   724.98
  597.60,   473.50,   474.53
  595.26,   473.85,   599.21
  593.04,   474.51,   724.32
  595.73,   598.61,   473.81
  593.31,   598.72,   598.71
  591.29,   599.36,   723.67
  724.21,   350.42,   477.19
  722.17,   351.09,   602.11
  720.16,   351.21,   727.02
  722.51,   475.40,   476.64
  720.24,   476.00,   601.35
  717.86,   476.35,   726.49
  720.80,   600.21,   476.09
  718.44,   600.80,   600.87
  716.22,   601.38,   726.08
  849.24,   352.54,   479.24
  846.92,   352.93,   604.29
  844.75,   353.28,   729.40
  847.39,   477.28,   478.95
  845.24,   478.03,   603.70
  842.98,   478.08,   728.62
  845.39,   602.45,   478.44
  843.26,   602.90,   603.41
  841.12,   603.19,   728.38
  600.67,   348.62,   599.94
  599.15,   346.60,   725.10
  597.88,   344.65,   849.93
  599.32,   473.69,   601.90
  597.97,   471.66,   727.10
  596.81,   469.63,   851.95
  598.26,   598.33,   604.17
  596.98,   596.48,   728.90
  595.65,   594.41,   854.11
  725.74,   349.52,   601.33
  724.46,   347.74,   726.62
  722.98,   345.61,   851.62
  724.39,   474.67,   603.42
  723.06,   472.43,   728.50
  721.45,   470.44,   853.21
  723.32,   599.74,   605.55
  722.04,   597.54,   730.38
  720.81,   595.68,   855.39
  850.63,   350.79,   602.84
  849.18,   348.63,   727.90
  847.68,   346.85,   852.85
  849.56,   475.62,   604.96
  847.90,   473.56,   729.79
  846.75,   471.79,   854.95
  848.12,   600.67,   606.96
  846.91,   598.90,   732.03
  845.30,   596.79,   856.65
  599.48,   473.69,   101.86
  601.30,   473.76,   226.99
  602.75,   473.73,   351.62
  598.69,   598.89,   102.00
  600.35,   598.59,   226.87
  601.93,   598.78,   351.97
  597.58,   723.89,   102.13
  599.64,   723.74,   226.91
  601.11,   723.61,   351.90
  724.15,   474.53,   100.30
  726.01,   474.61,   225.25
  727.67,   474.41,   349.88
  723.55,   599.90,   100.30
  725.30,   599.68,   225.35
  727.05,   599.43,   350.35
  722.75,   724.72,   100.39
  724.34,   724.74,   225.40
  726.12,   724.35,   350.52
  849.17,   475.52,    98.45
  851.19,   475.30,   223.52
  852.78,   475.35,   348.30
  848.47,   600.49,    98.36
  850.28,   600.27,   223.58
  851.78,   600.40,   348.51
  847.55,   725.68,    98.54
  849.66,   725.56,   223.61
  850.97,   725.41,   348.69
  600.63,   476.07,   224.60
  602.85,   477.18,   349.59
  605.08,   478.39,   474.44
  598.66,   600.88,   223.32
  600.77,   602.12,   348.46
  602.85,   603.44,   473.38
  596.49,   726.04,   221.87
  598.59,   727.14,   347.24
  600.61,   728.46,   472.08
  725.82,   478.33,   222.18
  728.02,   479.57,   347.08
  729.96,   480.76,   472.22
  723.54,   603.24,   221.12
  725.86,   604.64,   346.15
  728.17,   605.77,   470.93
  721.24,   727.99,   219.72
  723.66,   729.35,   344.74
  725.67,   730.43,   469.65
  850.83,   480.31,   220.18
  853.00,   481.60,   344.88
  854.99,   482.84,   469.94
  848.63,   605.53,   218.83
  850.54,   606.72,   343.71
  852.85,   607.78,   468.63
  846.33,   730.27,   217.57
  848.39,   731.53,   342.64
  850.84,   732.70,   467.76
  598.40,   476.62,   350.10
  600.48,   476.70,   474.98
  602.50,   477.05,   599.86
  595.83,   601.51,   349.76
  597.98,   601.70,   475.06
  600.06,   602.01,   600.05
  593.49,   726.42,   349.77
  595.77,   726.62,   474.56
  597.75,   727.01,   599.64
  723.20,   478.97,   347.64
  725.23,   478.98,   472.87
  727.56,   479.47,   597.64
  720.94,   603.94,   347.88
  722.95,   604.07,   472.93
  725.10,   604.09,   597.59
  718.28,   728.88,   347.84
  720.73,   729.18,   472.64
  722.71,   729.10,   597.77
  848.31,   481.24,   345.63
  850.38,   481.37,   470.82
  852.60,   481.63,   595.88
  845.98,   606.38,   345.49
  847.85,   606.59,   470.78
  850.08,   606.64,   595.56
  843.53,   731.30,   345.44
  845.49,   731.52,   470.48
  847.66,   731.74,   595.58
  598.86,   473.90,   476.83
  597.07,   471.76,   601.83
  595.11,   469.89,   726.74
  602.43,   598.79,   478.77
  600.30,   596.74,   603.77
  598.41,   594.63,   728.84
  606.01,   723.75,   480.88
  604.06,   721.84,   605.84
  602.04,   719.61,   730.79
  724.01,   470.37,   478.90
  721.95,   468.51,   603.69
  719.93,   466.06,   728.64
  727.46,   595.35,   480.90
  725.39,   593.11,   605.77
  723.68,   591.05,   730.83
  730.73,   720.08,   482.90
  729.00,   718.36,   607.71
  726.93,   716.25,   732.86
  848.96,   466.92,   480.66
  846.64,   464.98,   605.51
  845.06,   462.70,   730.62
  852.20,   591.75,   482.81
  850.42,   589.87,   607.50
  848.26,   587.84,   732.68
  855.92,   716.67,   484.62
  853.72,   714.64,   609.65
  851.73,   712.73,   734.71
  601.96,   475.74,   599.43
  603.19,   479.36,   724.14
  604.71,   482.51,   849.31
  605.22,   600.56,   595.70
  606.68,   604.07,   720.85
  608.14,   607.44,   845.88
  608.66,   725.40,   592.45
  609.90,   729.04,   717.08
  611.58,   732.49,   842.09
  726.73,   472.39,   597.74
  728.47,   475.84,   722.79
  729.54,   479.14,   847.73
  730.29,   597.16,   594.29
  731.88,   600.87,   719.22
  733.32,   604.28,   844.31
  733.34,   722.02,   591.06
  734.88,   725.81,   715.63
  736.45,   729.06,   840.66
  851.89,   469.08,   596.63
  853.29,   472.55,   721.50
  855.13,   476.03,   846.39
  855.08,   593.88,   592.89
  856.72,   597.48,   717.80
  858.06,   600.72,   842.97
  858.40,   718.66,   589.28
  859.79,   722.41,   714.42
  861.58,   725.79,   839.36
  597.88,   598.94,   101.91
  594.90,   595.40,   226.69
  591.59,   592.07,   351.64
  594.07,   723.53,   104.99
  591.11,   720.43,   229.72
  587.69,   717.13,   355.00
  590.63,   848.49,   108.09
  587.28,   845.16,   233.18
  584.13,   841.93,   357.83
  723.01,   602.23,   105.25
  719.59,   598.99,   230.19
  716.43,   595.95,   354.94
  719.33,   727.21,   108.25
  716.01,   724.14,   233.28
  712.63,   720.62,   358.35
  715.41,   852.20,   111.76
  712.33,   849.05,   236.34
  709.06,   845.77,   361.43
  847.72,   605.81,   108.41
  844.46,   602.90,   233.52
  841.05,   599.63,   358.52
  844.34,   730.80,   112.00
  840.77,   727.75,   236.78
  837.57,   724.27,   361.39
  840.43,   855.83,   114.95
  837.28,   852.50,   239.93
  833.73,   849.23,   364.70
  600.02,   601.26,   224.48
  602.86,   604.34,   349.65
  606.06,   607.36,   474.41
  598.25,   726.00,   221.62
  601.10,   729.37,   346.34
  603.81,   732.07,   471.46
  595.99,   850.96,   218.57
  598.81,   854.29,   343.41
  601.71,   857.17,   468.65
  725.08,   603.29,   221.70
  728.12,   606.55,   346.81
  730.80,   609.23,   471.40
  723.01,   728.26,   218.63
  725.74,   731.34,   343.84
  728.73,   734.18,   468.70
  720.94,   853.18,   215.75
  723.50,   856.14,   340.56
  726.58,   859.11,   465.60
  849.89,   605.15,   218.86
  853.05,   608.26,   343.74
  855.83,   611.52,   468.46
  847.89,   730.15,   215.79
  850.95,   733.12,   340.90
  853.65,   736.55,   465.70
  845.82,   855.20,   212.77
  848.68,   858.47,   337.68
  851.51,   861.31,   462.53
  598.26,   599.83,   351.37
  597.08,   599.81,   476.53
  596.08,   600.33,   601.42
  599.69,   724.58,   351.22
  598.59,   725.01,   476.33
  597.49,   725.04,   601.24
  601.05,   849.76,   351.12
  599.83,   849.86,   476.08
  598.67,   850.34,   601.21
  723.36,   598.34,   352.56
  722.16,   598.75,   477.62
  720.92,   599.02,   602.39
  724.39,   723.41,   352.39
  723.67,   723.71,   477.30
  722.42,   723.78,   602.43
  725.79,   848.52,   352.26
  724.85,   848.46,   477.11
  723.71,   848.88,   602.09
  848.23,   597.08,   353.81
  847.24,   597.52,   478.73
  846.06,   597.51,   603.71
  849.74,   722.18,   353.69
  848.52,   722.21,   478.64
  847.47,   722.50,   603.67
  850.84,   847.04,   353.41
  849.94,   847.31,   478.54
  848.43,   847.79,   603.28
  599.58,   600.39,   473.57
  596.73,   599.74,   598.35
  593.79,   599.29,   723.30
  597.57,   725.32,   474.22
  594.94,   724.75,   599.17
  591.84,   724.09,   723.84
  595.53,   850.42,   474.73
  592.98,   849.72,   599.89
  589.97,   849.22,   724.77
  724.48,   602.59,   476.45
  721.51,   601.88,   601.25
  719.05,   601.15,   726.34
  722.63,   727.55,   476.95
  719.59,   726.99,   602.16
  716.68,   726.17,   726.72
  720.61,   852.59,   477.71
  717.69,   851.85,   602.64
  714.75,   851.14,   727.72
  849.36,   604.42,   479.46
  846.63,   603.69,   604.19
  843.64,   603.09,   729.19
  847.44,   729.47,   479.83
  844.58,   728.97,   604.99
  841.93,   727.99,   729.78
  845.57,   854.37,   480.48
  842.74,   853.70,   605.32
  840.03,   853.19,   730.43
  601.03,   598.87,   598.82
  601.64,   602.09,   723.84
  602.59,   605.38,   848.62
  599.34,   723.77,   595.70
  600.08,   727.08,   720.69
  600.96,   730.17,   845.34
  597.96,   848.62,   592.22
  598.61,   852.02,   717.32
  599.27,   855.28,   842.42
  725.62,   600.17,   597.70
  726.63,   603.63,   722.73
  727.44,   607.03,   847.75
  724.24,   725.32,   594.58
  725.24,   728.37,   719.66
  726.10,   731.76,   844.48
  722.90,   850.38,   591.53
  723.52,   853.39,   716.55
  724.55,   856.84,   841.44
  850.87,   601.87,   597.03
  851.84,   605.20,   722.05
  852.49,   608.43,   846.97
  849.47,   726.73,   593.87
  850.14,   729.89,   718.71
  850.86,   733.27,   843.73
  847.83,   851.76,   590.73
  848.43,   854.92,   715.61
  849.40,   858.22,   840.50
