27, 125 pa2-debug-e-our-output2.txt
  605.00,   225.06,   601.18
  605.96,   225.25,   726.18
  606.25,   349.96,   476.05
  607.07,   350.04,   601.04
  608.07,   350.17,   726.02
  727.21,    97.98,   475.41
  727.71,    97.93,   600.52
  728.87,    98.14,   725.34
  729.07,   222.82,   475.20
  729.98,   222.90,   600.29
  730.87,   223.14,   725.32
  731.10,   347.79,   475.16
  732.14,   347.98,   600.10
  733.02,   348.04,   725.05
  852.04,    96.03,   474.56
  852.64,    95.75,   599.60
  853.74,    96.23,   724.51
  854.02,   220.69,   474.35
  854.98,   220.84,   599.34
  855.98,   220.98,   724.32
  856.13,   345.70,   474.29
  856.99,   345.87,   599.17
  857.77,   346.01,   724.34
  598.94,    99.81,   598.33
  602.52,   103.25,   723.25
  605.96,   106.64,   848.17
  596.41,   224.73,   594.97
  599.82,   228.20,   719.89
  603.18,   231.64,   844.81
  593.80,   349.65,   591.62
  597.24,   353.08,   716.50
  600.72,   356.50,   841.43
  723.79,   102.21,   594.98
  727.31,   105.76,   719.80
  730.35,   109.24,   844.76
  721.34,   227.19,   591.56
  724.69,   230.69,   716.49
  727.98,   234.15,   841.29
  718.78,   352.18,   588.17
  722.13,   355.57,   713.04
  725.56,   358.94,   838.07
  848.78,   104.53,   591.46
  852.42,   108.30,   716.34
  855.56,   111.58,   841.37
  846.31,   229.70,   588.09
  849.66,   233.13,   713.00
  853.15,   236.59,   837.86
  843.66,   354.65,   584.71
  847.03,   358.13,   709.64
  850.15,   361.40,   834.74
  601.92,   225.78,    99.60
  599.15,   228.39,   224.58
  596.49,   230.89,   349.52
  604.93,   350.66,    97.12
  602.32,   353.27,   222.08
  599.59,   355.80,   347.04
  607.90,   475.69,    94.67
  605.43,   478.36,   219.54
  602.72,   480.81,   344.53
  726.77,   222.91,   102.43
  724.06,   225.34,   227.33
  721.44,   227.88,   352.27
  729.92,   347.56,    99.85
  727.27,   350.19,   224.79
  724.60,   352.78,   349.78
  733.18,   472.79,    97.46
  730.21,   475.19,   222.42
  727.66,   477.81,   347.26
  851.82,   219.74,   105.11
  849.03,   222.24,   230.07
  846.39,   224.84,   354.99
  854.68,   344.59,   102.60
  852.15,   347.19,   227.56
  849.48,   349.73,   352.48
  857.90,   469.59,   100.18
  855.29,   472.18,   225.14
  852.55,   474.71,   349.94
  600.20,   226.45,   225.23
  596.80,   228.36,   350.16
  593.43,   230.41,   475.09
  599.02,   351.37,   223.22
  595.57,   353.32,   348.16
  592.24,   355.41,   473.10
  597.78,   476.49,   221.15
  594.34,   478.36,   346.13
  590.92,   480.32,   471.07
  725.12,   227.74,   228.62
  721.77,   229.70,   353.55
  718.37,   231.68,   478.44
  723.98,   352.63,   226.57
  720.59,   354.64,   351.55
  717.04,   356.62,   476.50
  722.59,   477.70,   224.66
  719.31,   479.71,   349.51
  715.81,   481.56,   474.41
  850.09,   228.99,   232.01
  846.73,   231.00,   356.93
  843.34,   232.98,   481.86
  848.90,   353.97,   229.98
  845.50,   355.95,   354.90
  842.08,   357.96,   479.98
  847.70,   478.96,   228.04
  844.21,   480.94,   352.88
  840.85,   482.87,   477.91
  600.03,   223.36,   351.67
  600.56,   227.09,   476.60
  601.03,   230.72,   601.54
  601.25,   348.28,   348.01
  601.81,   352.05,   472.94
  602.20,   355.65,   597.89
  602.45,   473.28,   344.30
  602.94,   476.92,   469.24
  603.41,   480.58,   594.22
  725.05,   222.19,   351.21
  725.55,   225.85,   476.10
  726.03,   229.47,   601.13
  726.33,   347.09,   347.54
  726.66,   350.77,   472.52
  727.28,   354.48,   597.41
  727.47,   472.11,   343.84
  727.85,   475.66,   468.75
  728.55,   479.39,   593.72
  850.04,   220.97,   350.74
  850.54,   224.63,   475.69
  851.05,   228.30,   600.63
  851.23,   345.86,   347.03
  851.73,   349.58,   472.13
  852.17,   353.26,   596.93
  852.42,   470.86,   343.31
  853.00,   474.48,   468.37
  853.42,   478.13,   593.25
  601.71,   224.83,   474.92
  604.87,   226.61,   599.87
  608.08,   228.46,   724.82
  601.96,   349.84,   473.13
  605.02,   351.59,   598.07
  608.26,   353.38,   722.99
  602.07,   474.76,   471.28
  605.22,   476.56,   596.25
  608.34,   478.43,   721.22
  726.67,   224.56,   471.70
  729.83,   226.32,   596.73
  732.97,   228.20,   721.70
  726.77,   349.53,   469.99
  730.07,   351.39,   594.89
  733.20,   353.15,   719.78
  726.96,   474.48,   468.08
  730.33,   476.34,   593.05
  733.36,   478.23,   718.05
  851.61,   224.32,   468.59
  854.80,   226.14,   593.53
  857.98,   227.96,   718.48
  851.81,   349.32,   466.88
  854.91,   351.14,   591.69
  857.96,   352.97,   716.78
  852.06,   474.28,   464.99
  855.17,   476.06,   589.87
  858.44,   477.88,   714.83
  600.39,   225.90,   601.39
  598.58,   227.94,   726.36
  596.72,   229.94,   851.35
  602.34,   350.86,   599.43
  600.58,   352.85,   724.38
  598.84,   354.82,   849.34
  604.34,   475.81,   597.47
  602.47,   477.87,   722.45
  600.60,   479.94,   847.34
  725.36,   223.89,   603.30
  723.48,   225.99,   728.29
  721.51,   227.99,   853.12
  727.39,   348.95,   601.30
  725.49,   350.86,   726.23
  723.78,   352.84,   851.39
  729.47,   473.88,   599.31
  727.43,   475.95,   724.34
  725.50,   477.95,   849.17
  850.37,   221.95,   605.12
  848.58,   223.94,   730.11
  846.87,   226.06,   854.87
  852.25,   346.97,   603.14
  850.37,   348.98,   728.24
  848.38,   350.93,   853.27
  854.31,   471.87,   601.15
  852.68,   473.89,   726.11
  850.76,   475.91,   850.95
  599.87,   349.89,    97.99
  601.39,   351.04,   223.02
  602.83,   352.11,   348.00
  600.50,   474.99,    96.92
  602.15,   476.17,   221.85
  603.59,   477.17,   346.88
  601.35,   599.86,    95.82
  602.86,   601.01,   220.75
  604.38,   602.17,   345.77
  724.91,   349.07,    96.52
  726.40,   350.23,   221.51
  727.90,   351.37,   346.53
  725.77,   474.36,    95.52
  726.99,   475.32,   220.51
  728.60,   476.46,   345.41
  726.41,   599.14,    94.36
  727.92,   600.21,   219.31
  729.34,   601.33,   344.36
  849.81,   348.36,    95.03
  851.34,   349.54,   220.08
  852.80,   350.59,   345.00
  850.79,   473.51,    93.97
  852.15,   474.55,   219.04
  853.54,   475.65,   343.86
  851.25,   598.37,    92.88
  852.83,   599.50,   217.83
  854.30,   600.61,   342.86
  598.21,   349.10,   224.69
  596.14,   347.74,   349.67
  594.20,   346.49,   474.64
  599.74,   474.23,   226.02
  597.66,   472.76,   351.04
  595.62,   471.39,   476.00
  601.20,   599.07,   227.40
  599.21,   597.77,   352.41
  597.16,   596.41,   477.38
  723.21,   347.54,   226.66
  721.19,   346.22,   351.68
  719.03,   344.88,   476.69
  724.58,   472.62,   228.15
  722.65,   471.29,   353.03
  720.52,   469.80,   477.98
  726.23,   597.50,   229.46
  724.16,   596.17,   354.46
  722.13,   594.85,   479.43
  848.14,   346.05,   228.71
  846.12,   344.70,   353.66
  844.08,   343.39,   478.79
  849.70,   471.06,   230.16
  847.59,   469.72,   355.01
  845.61,   468.30,   480.11
  851.14,   596.02,   231.46
  849.10,   594.66,   356.47
  847.12,   593.33,   481.46
  599.72,   351.93,   351.48
  598.59,   353.52,   476.46
  597.28,   354.94,   601.44
  602.06,   476.95,   349.98
  600.85,   478.43,   474.96
  599.63,   479.91,   599.98
  604.43,   601.93,   348.51
  603.22,   603.43,   473.49
  601.99,   604.91,   598.52
  724.76,   349.63,   352.71
  723.42,   351.13,   477.72
  722.34,   352.68,   602.66
  727.04,   474.68,   351.20
  725.75,   476.05,   476.16
  724.75,   477.62,   601.18
  729.38,   599.54,   349.79
  728.17,   601.09,   474.76
  726.93,   602.59,   599.72
  849.67,   347.31,   353.89
  848.48,   348.85,   479.03
  847.23,   350.35,   603.86
  851.99,   472.33,   352.38
  850.86,   473.77,   477.48
  849.61,   475.24,   602.35
  854.32,   597.27,   351.00
  853.19,   598.80,   476.01
  851.86,   600.30,   600.97
  599.00,   348.75,   475.82
  597.15,   348.82,   600.79
  595.49,   348.96,   725.75
  599.53,   473.67,   475.63
  597.75,   473.80,   600.65
  596.00,   474.01,   725.65
  600.17,   598.70,   475.50
  598.39,   598.85,   600.53
  596.65,   598.98,   725.50
  723.85,   348.07,   477.58
  722.21,   348.26,   602.53
  720.41,   348.33,   727.47
  724.44,   473.01,   477.36
  722.90,   473.24,   602.37
  720.93,   473.44,   727.43
  725.15,   598.08,   477.28
  723.36,   598.24,   602.25
  721.73,   598.30,   727.17
  848.91,   347.50,   479.41
  847.12,   347.66,   604.24
  845.35,   347.80,   729.32
  849.56,   472.44,   479.19
  847.78,   472.57,   604.06
  846.31,   472.75,   729.01
  850.16,   597.49,   479.05
  848.30,   597.66,   603.99
  846.46,   597.81,   729.08
  599.95,   349.01,   600.72
  597.07,   348.34,   725.65
  594.20,   347.64,   850.60
  596.29,   473.93,   601.29
  593.31,   473.34,   726.26
  590.32,   472.73,   851.14
  592.66,   598.92,   601.87
  589.70,   598.25,   726.81
  586.78,   597.61,   851.77
  724.95,   352.70,   603.69
  721.91,   351.96,   728.62
  719.07,   351.28,   853.78
  721.35,   477.62,   604.26
  718.14,   477.02,   729.30
  715.08,   476.37,   854.08
  717.54,   602.57,   604.84
  714.69,   601.83,   729.74
  711.75,   601.16,   854.83
  849.77,   356.33,   606.65
  846.79,   355.69,   731.72
  843.77,   355.05,   856.75
  846.17,   481.22,   607.19
  843.49,   480.59,   732.10
  840.58,   480.02,   856.99
  842.41,   606.22,   607.79
  839.41,   605.55,   732.86
  836.38,   604.85,   857.90
  600.50,   474.85,   100.80
  603.58,   475.47,   225.74
  606.45,   475.93,   350.74
  599.40,   599.70,   100.26
  602.34,   600.31,   225.21
  605.29,   600.93,   350.21
  598.25,   724.81,    99.80
  601.13,   725.37,   224.73
  604.01,   725.89,   349.65
  725.71,   476.14,    97.99
  728.39,   476.56,   222.96
  731.43,   477.15,   347.83
  724.43,   600.90,    97.37
  727.37,   601.46,   222.34
  730.23,   602.04,   347.35
  723.20,   726.02,    96.85
  726.11,   726.56,   221.84
  729.04,   727.09,   346.74
  850.72,   477.25,    95.00
  853.51,   477.76,   220.04
  856.34,   478.31,   344.84
  849.26,   602.10,    94.45
  852.25,   602.69,   219.40
  855.15,   603.28,   344.41
  848.25,   727.22,    93.97
  851.13,   727.75,   218.95
  853.91,   728.23,   343.84
  600.59,   475.53,   225.42
  604.14,   474.67,   350.41
  607.70,   473.86,   475.34
  596.98,   600.33,   226.32
  600.61,   599.62,   351.29
  604.18,   598.84,   476.23
  593.42,   725.33,   227.23
  596.96,   724.53,   352.14
  600.62,   723.76,   477.15
  725.33,   479.03,   222.00
  729.05,   478.30,   346.85
  732.53,   477.40,   471.77
  721.96,   603.88,   222.78
  725.48,   603.13,   347.77
  729.06,   602.40,   472.71
  718.31,   728.94,   223.68
  721.92,   728.14,   348.58
  725.46,   727.34,   473.61
  850.41,   482.60,   218.44
  853.90,   481.84,   343.23
  857.59,   481.02,   468.26
  846.82,   607.50,   219.20
  850.34,   606.74,   344.20
  853.99,   606.01,   469.18
  843.27,   732.55,   220.23
  846.75,   731.66,   345.00
  850.50,   730.95,   470.01
  600.54,   476.07,   351.85
  603.40,   474.80,   476.80
  606.25,   473.55,   601.79
  603.89,   601.03,   353.01
  606.75,   599.79,   477.98
  609.58,   598.54,   602.98
  607.12,   725.94,   354.15
  610.07,   724.71,   479.19
  612.89,   723.52,   604.16
  725.48,   472.83,   348.93
  728.24,   471.46,   473.87
  731.34,   470.29,   598.85
  728.79,   597.67,   350.15
  731.66,   596.47,   475.10
  734.50,   595.25,   600.02
  732.11,   722.67,   351.25
  734.94,   721.41,   476.27
  737.90,   720.12,   601.09
  850.36,   469.49,   345.97
  853.31,   468.21,   471.04
  856.12,   466.93,   595.92
  853.67,   594.43,   347.22
  856.63,   593.23,   472.23
  859.37,   592.01,   597.21
  856.96,   719.34,   348.38
  859.94,   718.16,   473.44
  862.63,   716.91,   598.40
  601.66,   474.39,   474.36
  597.91,   473.14,   599.33
  594.17,   471.96,   724.27
  600.81,   599.42,   475.59
  597.06,   598.17,   600.55
  593.34,   596.92,   725.48
  599.93,   724.38,   476.82
  596.15,   723.19,   601.78
  592.29,   721.96,   726.79
  726.53,   475.19,   478.07
  723.01,   474.02,   603.04
  719.05,   472.84,   728.05
  725.73,   600.25,   479.35
  721.97,   599.02,   604.27
  718.36,   597.70,   729.15
  724.82,   725.22,   480.58
  721.16,   723.97,   605.40
  717.36,   722.80,   730.45
  851.61,   476.06,   481.89
  847.85,   474.82,   606.72
  844.42,   473.62,   731.61
  850.71,   601.11,   483.10
  846.87,   599.89,   607.99
  843.08,   598.64,   733.02
  849.88,   726.10,   484.28
  846.06,   724.78,   609.13
  842.65,   723.57,   733.99
  599.28,   473.65,   601.61
  599.36,   476.28,   726.59
  599.44,   478.92,   851.46
  599.61,   598.66,   599.05
  599.73,   601.22,   724.00
  599.91,   603.80,   848.96
  599.91,   723.66,   596.49
  599.84,   726.27,   721.54
  599.87,   728.85,   846.44
  724.44,   473.37,   601.47
  724.34,   476.01,   726.52
  724.37,   478.59,   851.33
  724.59,   598.36,   598.92
  724.82,   600.84,   723.82
  725.01,   603.40,   848.95
  724.97,   723.28,   596.27
  725.08,   725.90,   721.30
  725.05,   728.50,   846.25
  849.32,   473.00,   601.33
  849.66,   475.60,   726.28
  849.70,   478.21,   851.14
  849.55,   598.06,   598.83
  849.52,   600.65,   723.91
  849.63,   603.19,   848.94
  849.90,   722.95,   596.20
  850.15,   725.60,   721.17
  850.44,   728.13,   845.91
  599.60,   598.30,    98.66
  600.56,   599.38,   223.63
  601.52,   600.46,   348.64
  603.29,   723.35,    97.66
  604.19,   724.38,   222.62
  605.07,   725.37,   347.58
  606.86,   848.15,    96.60
  607.84,   849.30,   221.53
  608.75,   850.26,   346.55
  724.62,   594.70,    97.78
  725.56,   595.69,   222.78
  726.44,   596.74,   347.80
  728.24,   719.70,    96.71
  729.17,   720.72,   221.75
  730.09,   721.73,   346.69
  731.97,   844.66,    95.58
  732.73,   845.58,   220.82
  733.85,   846.76,   345.51
  849.46,   591.08,    96.89
  850.46,   592.09,   221.87
  851.35,   593.13,   346.89
  853.20,   716.00,    95.84
  854.15,   717.08,   220.84
  854.95,   718.03,   345.82
  856.75,   840.97,    94.81
  857.86,   841.98,   219.75
  858.47,   843.03,   344.93
  600.19,   601.36,   225.73
  597.04,   599.71,   350.70
  593.83,   598.01,   475.64
  602.58,   726.39,   227.53
  599.36,   724.64,   352.44
  596.23,   722.94,   477.44
  605.00,   851.28,   229.26
  601.79,   849.57,   354.22
  598.59,   847.88,   479.20
  725.19,   598.87,   228.93
  721.96,   597.22,   353.90
  718.76,   595.55,   478.83
  727.54,   723.93,   230.70
  724.36,   722.21,   355.61
  721.11,   720.50,   480.64
  729.96,   848.78,   232.48
  726.86,   847.25,   357.28
  723.44,   845.45,   482.51
  850.08,   596.48,   232.07
  846.86,   594.76,   357.06
  843.71,   593.10,   482.01
  852.49,   721.47,   233.86
  849.25,   719.73,   358.75
  846.18,   718.08,   483.73
  854.91,   846.40,   235.61
  851.58,   844.74,   360.61
  848.63,   843.00,   485.47
  600.50,   598.61,   350.72
  596.97,   599.37,   475.68
  593.43,   600.13,   600.66
  596.86,   723.52,   349.84
  593.41,   724.29,   474.84
  589.87,   725.08,   599.80
  593.34,   848.44,   348.97
  589.83,   849.21,   473.99
  586.29,   850.00,   598.85
  725.37,   602.11,   354.26
  721.85,   602.93,   479.20
  718.30,   603.70,   604.12
  721.81,   727.11,   353.33
  718.26,   727.86,   478.36
  714.83,   728.61,   603.20
  718.38,   852.06,   352.40
  714.60,   852.76,   477.62
  711.31,   853.62,   602.26
  850.24,   605.70,   357.73
  846.78,   606.50,   482.69
  843.16,   607.27,   607.58
  846.67,   730.64,   356.78
  843.33,   731.46,   481.76
  839.75,   732.12,   606.62
  843.12,   855.65,   355.94
  839.75,   856.33,   480.95
  836.10,   857.21,   605.88
  601.24,   600.46,   473.13
  598.92,   599.49,   598.14
  596.65,   598.52,   723.10
  600.18,   725.42,   474.10
  597.85,   724.50,   599.08
  595.41,   723.56,   724.14
  599.08,   850.38,   475.04
  596.78,   849.46,   599.94
  594.40,   848.46,   725.13
  726.19,   601.47,   475.45
  723.87,   600.54,   600.40
  721.71,   599.48,   725.31
  725.10,   726.46,   476.41
  722.89,   725.48,   601.26
  720.56,   724.57,   726.34
  723.95,   851.41,   477.50
  721.92,   850.55,   602.14
  719.42,   849.52,   727.39
  851.20,   602.52,   477.75
  848.80,   601.58,   602.70
  846.42,   600.63,   727.77
  850.21,   727.52,   478.66
  847.82,   726.48,   603.57
  845.79,   725.57,   728.49
  849.19,   852.42,   479.53
  846.66,   851.58,   604.60
  844.90,   850.43,   729.13
  600.26,   601.26,   598.55
  602.22,   598.98,   723.49
  604.25,   596.70,   848.45
  603.96,   726.22,   600.78
  605.72,   723.97,   725.85
  607.63,   721.69,   850.70
  607.65,   851.09,   602.91
  609.40,   848.78,   728.21
  611.51,   846.65,   852.64
  725.17,   597.59,   596.50
  727.24,   595.23,   721.39
  729.26,   592.94,   846.50
  728.95,   722.46,   598.63
  730.98,   720.21,   723.62
  732.91,   717.93,   848.59
  732.78,   847.48,   600.82
  734.65,   845.13,   725.85
  736.69,   842.83,   850.95
  850.07,   593.93,   594.50
  851.88,   591.67,   719.56
  853.85,   589.37,   844.55
  853.78,   718.79,   596.69
  855.70,   716.65,   721.77
  857.66,   714.34,   846.61
  857.35,   843.78,   598.95
  859.11,   841.58,   724.32
  861.36,   839.25,   848.87
